station,latitude,longitude
Mechelen,51.01761866620954,4.483579828080118
Mechelen-Nekkerspoel,51.030011706650285,4.490206757525486
Meiser,50.854757009079435,4.394274208667772
Melkouwen,51.095163902445975,4.67120807182244
Melle,51.002749921068165,3.796939037051605
Melle-T.W.,51.013635472641845,3.77915158581341
Melreux-Hotton,50.283600345297494,5.440352546498348
Melsele,51.21082656268172,4.288506223071698
Menen,50.79946001891374,3.113887199330697
Merchtem,50.95391293799017,4.223681249280842
Merelbeke,51.020057593681734,3.764835020911601
Merelbeke-Centraal,51.02283000156589,3.760409995497392
Merelbeke-Sas T.W.,51.019711001567615,3.766436995495043
Mérode,50.839930553958354,4.399590549118572
Méry,50.54825330128011,5.587073124315626
Messancy,49.594027856871506,5.81831958125903
Mévergnies-Attre,50.600273014504275,3.832948437056826
Milmort,50.69342290621258,5.599557700763655
Moensberg,50.777890962664365,4.329808312415132
Moeskroen,50.73833321248668,3.225382514546805
Mol,51.19069542549062,5.114991873356337
Mollem,50.932896546874765,4.216581185073014
Momalle,50.6699148465472,5.367599886549959
Mont-Saint-Guibert,50.63829834924627,4.61270934638381
Montzen-Est,50.719433089938015,5.957034310717216
Moortsele,50.95295090340576,3.780982223065362
Morlanwelz,50.45819475895926,4.247606842005881
Mortsel,51.18289070974223,4.448811507867791
Mortsel-Deurnesteenweg,51.18231715581698,4.447187644772542
Mortsel-Liersesteenweg,51.169548577434576,4.469151255029592
Mortsel-Oude God,51.171808099384776,4.455388660748518
Moustier,50.452728270830725,4.693813691441016
Moustier-Garage,50.452251562650595,4.676398912033878
Mouterij,50.83101229975816,4.378599139352779
Muizen,51.00823700109542,4.514109018598967
Muizen-Goederen,51.01368117049649,4.50614191435019
Munkzwalm,50.875656666067506,3.731514205002289
Namêche,50.470279570029426,4.99842958361612
Namen,50.46920536707373,4.862754782172303
Namur-Herbatte,50.469169910735076,4.869133583242475
Naninne,50.41937412405278,4.93031043044587
Natoye,50.343363707549074,5.061281004187228
Neerpelt,51.22237547958096,5.437315565832811
Neerwinden,50.76376087904074,5.036335028170957
Nessonvaux,50.57198592493546,5.741746104791544
Neufchâteau,49.85424516060266,5.452480885543958
Neufvilles,50.543523197055165,4.010763312378273
Neufvilles-Garage,50.5460562377274,4.015352406771576
Niel,51.11082441141632,4.340335935016783
Nieuwkerken-Waas,51.18508212954049,4.184439116403614
Nijlen,51.15960165747347,4.664476042560455
Nijvel,50.6004932591792,4.335288481441468
Nimy,50.47176943541776,3.95653982987247
Ninove,50.83945938950777,4.026263271536687
Ninove-Wijkspoor,50.840910449255475,4.03458402182942
Noorderkempen,51.35805994162148,4.634029490976993
Nossegem,50.88344233385105,4.506060556822931
Obaix-Buzet,50.53576499907677,4.363632083286799
Obourg,50.46980723102854,4.006727859438542
Obourg-Marchandises,50.470021634500924,4.016410270720788
Okegem,50.85712457162398,4.054122152641436
Olen,51.17402976913898,4.902499251852356
Olne,50.56639308394579,5.703133531852481
Oostende,51.22794248315333,2.926625863197556
Oostende-Bundel A,51.22056962857501,2.933759386891722
Oostende-Bundel B,51.217811890268024,2.939273702770107
Oostende-Perron T.O.P.,51.21974736604655,2.935538629001256
Oostende-T.W.,51.21597773940641,2.948865117890588
Oostende-Zeehaven,51.213211910508996,2.965668026598577
Oostkamp,51.15421490987769,3.257626153621203
Opwijk,50.97461822357513,4.187540293365119
Opzullik,50.663205398063035,3.937245875917736
Ottignies,50.671773574303224,4.570373990520092
Ottignies-Relais,50.67913489314789,4.565488223292253
Oudegem,51.014737627992446,4.062437122289404
Oudenaarde,50.85060234685959,3.600671251569412
Oud-Heverlee,50.835700608309,4.653595847154261
Ougrée,50.60537053983336,5.53695657290209
Overpelt,51.215549622947385,5.423126886234479
Paliseul,49.89495830705849,5.119206133526989
Papegem,50.687655087352056,3.824299419853787
Pecrot,50.779266845086774,4.651601336707822
Pepinster,50.56851509165158,5.810268537289398
Pepinster-Cité,50.56337539238289,5.804595719150974
Péruwelz,50.51361346641127,3.59206286807832
Philippeville,50.191612712480655,4.536051970925456
Piéton,50.43511682114374,4.286129350500978
Poix-Saint-Hubert,50.019463437274744,5.292645675853187
Pont-à-Celles,50.5138331542941,4.354095184574096
Pont-de-Seraing,50.619916699168094,5.511349156465087
Poperinge,50.85444837837162,2.736306432736006
Poulseur,50.5089593315108,5.578188092061416
Profondsart,50.69384598089478,4.549496108321164
Pry,50.26875846291183,4.430333398622681
Puurs,51.07712360025247,4.283513007479713
Quaregnon,50.449728268340586,3.855599112085348
Quévy,50.34148798303996,3.909640484650724
Quiévrain,50.41023300761624,3.685859498851387
Rebaix,50.66104886044587,3.793534075384883
Remicourt,50.67864345114512,5.321422014482167
Rhisnes,50.4993004915618,4.801803854068583
Rhisnes-Sas,50.50059749700802,4.799814589897698
Rivage,50.48425613972251,5.586577136640217
Rivage-Marchandises,50.49075374158829,5.587160273988107
Rixensart,50.71351481096948,4.530823605161436
Rochefort-Jemelle,50.16041579741265,5.266796362528351
