station,num_trains,avg_arrival_delay,avg_departure_delay
Schellebelle,374,2.4098542458808619,2.4437020003242972
Schendelbeke,39,2.4821558769918269,3.242865686446117
Schoonaarde,181,2.1328039438756162,2.656996380268678
Schulen,251,2.2067448432442877,2.2003237378246427
Schulen-Sas,251,2.4824298063121906,2.4832740658312771
Sclaigneaux,105,2.4548240926297039,2.7477361657662465
Sclessin,116,2.7033064570770377,2.969731606416196
Seraing,107,1.4268448570209134,2.0931155266844988
Serskamp,201,2.7814400397840296,3.2494988587873375
's-Gravenbrakel,278,2.6581629617878602,2.5331025289002965
Simonis,173,2.512837037037037,3.3361640235078704
Sinaai,213,2.4491334983221997,2.8109589762657247
Sint-Agatha-Berchem,186,2.0768841129372103,2.8948457676355515
Sint-Denijs-Boekel,126,2.3871510026266897,2.6902891769578891
Sint-Genesius-Rode,253,2.8193783008351456,3.0993045423596926
Sint-Gillis(Dendermonde),147,2.2273460797295697,2.7857385827109623
Sint-Job,176,1.7762163237467318,1.7311524592934813
Sint-Joris-Weert,145,1.5968241946884782,1.5353175008512087
Sint-Katelijne-Waver,411,2.6930487672423156,2.8512836879432624
Sint-Mariaburg,52,2.2746863468634686,2.3748067327289339
Sint-Martens-Bodegem,186,2.390952308703788,3.1919835793079132
Sint-Niklaas,280,2.6688108721583342,2.2900361781453757
Sint-Niklaas-Oost,208,2.3124564394328397,2.3091583819461562
Sint-Truiden,91,4.0155616942909761,4.7746961882743494
Sleidinge,36,2.9141589219330855,3.0211549775507044
Solre-sur-Sambre,15,3.3590482954545455,3.465612293144208
Spa,33,1.6092867756315007,1.7943204365079365
Spa-Géronstère,33,1.5188318227593152,1.8363235294117647
Statte,105,2.5626112166350095,2.8888833283288293
Stockem,31,0.62136766458147155167,1.5727061750399168
Sy,35,3.3087586891757696,4.3005788067675868
Tamines,137,1.5858784536390557,2.2309915296462382
Temse,95,1.6634164535379369,2.3409203881441527
Terhagen,193,2.0055290331232399,2.3121055451379587
Terhulpen,140,2.5874103575114451,2.6311574086314324
Ternat,186,3.001193143333507,2.4265685812520725
Testelt,251,2.3159213733602745,2.6065805391980131
Theux,33,1.0260089686098655,1.5174839029222387
Thieu,109,2.0715118446470329,2.1216454251689151
Thuin,15,1.5911069651741294,2.6235888634630053
Thulin,60,1.8913161168835536,2.6608478384814032
Thurn en Taxis,173,3.0240890748323542,3.7756473780451837
Tielen,71,2.3344484406128242,2.8253695060287826
Tielt,205,3.2472381617038875,3.6043578454091354
Tienen,253,2.4631519863969162,3.3786731923584647
Tilff,35,3.0087275283719996,3.7961980105481007
Tilleur,116,2.7532610904165256,2.7543119990969635
Tilly,76,1.1235654693669596,2.4772267303102625
Tilly-Garage,76,1.0305823850052596,1.0180599394229236
Tollembeek,45,2.242990225265456,3.2174002325638932
Tongeren,105,2.4370044358192404,1.634140446876425
Torhout,184,2.1987187527999283,2.6370781929660476
Trooz,130,2.2967648870303738,2.6913272513560437
Tubeke,220,2.3611081196501847,2.696949973767861
Turnhout,71,3.95577966873271,1.1757607230057214
Ukkel-Kalevoet,193,2.434593154983285,2.6518221617970226
Ukkel-Stalle,193,2.6248295916185589,2.8835686525731369
Veltem,449,2.7410217407658166,2.8077623119899447
Vertrijk,253,3.1740244225077302,3.6974517974666799
Verviers-Centraal,158,2.9718658026191441,3.1421547724407971
Verviers-Paleis,62,3.2359767622859684,3.2380772366763027
Veurne,66,2.2404850746268657,2.4855131738834059
Viane-Moerbeke,45,1.6334004424228867,2.638846144269316
Vichte,122,1.9668706674589028,2.3689895837448478
Ville-Pommeroeul,109,1.9612747134794502,1.9643918146878571
Villers-la-Ville,76,2.4149679609186651,2.4748169281978126
Vilvoorde,515,2.2508449099196874,2.4087445142817991
Virton,33,1.2260583554376658,1.445315649867374
Viville,31,0.86046210928715988333,1.6334614099565653
Voroux,131,1.8500268135725429,2.5022340788383765
Vorst-Oost,193,2.3045875086496322,2.7090552589224127
Vorst-Zuid,304,2.3741054887992645,2.6370100618480569
Waarschoot,36,1.3230960943908133,3.0774096105586021
Walcourt,30,1.5176872407904367,1.9796902564102564
Waregem,259,2.4237134846113719,2.9995309201782503
Waterloo,253,2.9434243910174309,2.9765642765450211
Watermaal,140,2.8382862488637066,2.8764930904855191
Waver,180,1.6426269278633052,1.5947436328957702
Weerde,394,1.7580566630495304,2.1889742051099926
Welkenraedt,63,3.3914806164273774,2.973709785911442
Welle,193,2.2969657846634368,2.4532654002376772
Wervik,37,2.8185022026431718,3.3508774943456727
Wespelaar-Tildonk,219,1.525161610343062,2.4908873703827591
Wetteren,373,2.4666155441950063,2.7600565866571488
Wevelgem,37,2.9207393375810803,3.6405929158110883
Wezemaal,243,2.1326329735096406,2.4627329212116629
Wezet,36,3.6101289134438306,1.3522099447513812
Wichelen,181,2.2586010739965414,2.7450883002207506
Wijgmaal,219,1.8835979854361146,2.3725382879638965
Wildert,40,2.5436335291131898,2.6203164075241927
Willebroek,42,1.9626661586656507,2.5172452438990222
Wolfstee,141,2.8797495557481376,2.9691339864989099
Wondelgem,36,1.4771675044994725,1.6605100608329434
Yves-Gomezée,30,1.048719545096086,2.0017864493290524
Yvoir,67,0.75883463606081593667,1.6976969517511392
Zandbergen,39,3.9749270669233911,4.0500656512605042
Zaventem,524,2.6588718350951625,2.8075777791614409
Zedelgem,184,2.2509082225107837,2.6743842693626687
Zeebrugge-Dorp,28,2.2291651927838698,1.182260900140647
Zeebrugge-Strand,28,0.85507209499575911833,0.77760101010101010167
Zeebrugge-Vorming,28,1.3479479166666667,1.3479479166666667
Zele,152,2.7079362887262349,3.5272859732452215
Zellik,147,2.5135835021490509,2.9694100825755872
Zichem,251,2.4242135638660791,2.6033175639978867
Zingem,65,1.9294834964239758,2.2350213599145603
Zinnik,139,2.5474292464318769,2.8114896653483787
Zolder,37,2.4287508293052791,3.3389373323112304
Zolder-Kruissporen,37,2.724546636231057,2.7220721577579101
Zonhoven,37,2.8743783219438117,3.1739660876757651
Zottegem,262,2.8433259151603234,2.2340309438169641
Zwijndrecht,203,2.1185458803050398,2.4477774098754191
