route,train,station,latitude,longitude
L 37-2,4406,Balen,51.16831361296897,5.166049651618022
L 11,6055,Carlsbourg,49.903721616182835,5.09754707829283
L C1,4555,Namen,50.46920536707373,4.862754782172303
IC 03,1505,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 31,3107,Marchienne-au-Pont,50.41221701003429,4.394312434115766
L B20-1,3077,Sint-Joris-Weert,50.80129671879586,4.651860787104162
IC 31,3127,Ukkel-Kalevoet,50.79221449555428,4.331745965347926
L B1-1,1777,Mechelen-Nekkerspoel,51.030011706650285,4.490206757525486
L 01,4977,Marche-les-Dames-Marchandises,50.48053191922914,4.967202412995651
IC 23-1,2328,Izegem,50.92110934791895,3.21346951707641
L B1-1,1756,Antwerpen-Berchem,51.1988702961587,4.432979473543215
IC 29,3630,Herent,50.90358929255643,4.672141055672479
IC 25,3829,Andenne,50.496828765415096,5.095965480077196
IC 22,3306,Mortsel-Oude God,51.171808099384776,4.455388660748518
L G2,1877,Lierde,50.81658982280488,3.825714387767464
L B1-2,1977,Brussel-Congres,50.85178018311057,4.362219760072247
IC 08,2627,Duffel,51.091684329214274,4.492767295335319
L B6,1556,Appelterre,50.81314095122116,3.97235371963076
IC 23-2,2828,Brussel-Noord,50.85959959838314,4.361252318634824
IC 11,3407,Binche,50.408563854714735,4.172759557130057
IC 25,3804,Tilleur,50.619325790518765,5.52959613022457
IC 01,506,Bellem,51.08372389725801,3.487287359353551
IC 20,2206,Aalst,50.94312325212488,4.038683507111515
IC 11,3428,Schaarbeek,50.87869266989909,4.378431524039678
IC 06-2,3727,Hennuyères-Garage,50.6479509231809,4.173327027471045
IC 25,3805,Jemeppe-sur-Sambre-Marchandise,50.44797745287747,4.657785895311827
IC 11,3406,Tubeke,50.69169220545364,4.20581147629095
L 23,2856,Berlaar,51.113708437795054,4.638257975914391
IC 11,3427,Familleureux,50.519411502375476,4.211654529557394
L 24,4127,Boortmeerbeek,50.98190383220303,4.57399271193005
IC 02,1828,Antwerpen-Berchem,51.1988702961587,4.432979473543215
L C1,4578,Moustier,50.452728270830725,4.693813691441016
IC 06-1,1928,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 25,3807,Moeskroen,50.73833321248668,3.225382514546805
IC 25,3804,Sclessin,50.61036517564539,5.55669507871075
L B3,2256,Welle,50.90304992098791,4.05086651791031
L C1,4578,Moustier-Garage,50.452251562650595,4.676398912033878
IC 20,2227,Merelbeke,51.020057593681734,3.764835020911601
L B1-2,1957,Eigenbrakel,50.68475914261351,4.37582344502392
IC 08,2606,Nossegem,50.88344233385105,4.506060556822931
IC 20,2205,Merchtem,50.95391293799017,4.223681249280842
L C1,4555,Namur-Herbatte,50.469169910735076,4.869133583242475
L 28,877,De Pinte,50.998952524822585,3.655383901672195
L B8-4,6556,Etterbeek,50.8213075599027,4.39049871944438
L B19,4028,Bordet,50.8777742574513,4.410014404476271
L C1,4557,Bierges-Walibi,50.707651778207,4.595155144797867
IC 01,504,Fraipont,50.56512345525054,5.723431941853723
L 08,6277,Saint-Denis-Bovesse,50.521297001857974,4.767791995102788
L L4,5177,Ans,50.66119033371017,5.509696653841267
L 02,577,Beernem,51.127984351343564,3.329867037752411
IC 01,505,Haren-Zuid,50.889616892134654,4.415076991166356
IC 22,3327,Vilvoorde,50.92414359820823,4.432813750239998
IC 29,3605,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
IC 29,3606,Diksmuide,51.032885050461196,2.869519746489205
L B1-1,1757,Brussel-Congres,50.85178018311057,4.362219760072247
IC 09,2929,Luik-Guillemins,50.62555824033023,5.565379651677738
IC 17,2528,Dinant,50.260730671818045,4.908199789924007
L 29,4878,Genly,50.39072345653245,3.911927656249831
IC 22,3306,Mortsel-Deurnesteenweg,51.18231715581698,4.447187644772542
L 10-1,6177,Rochefort-Jemelle,50.16041579741265,5.266796362528351
IC 31,3127,Linkebeek,50.77339212483393,4.339918296891916
IC 25,3829,Château-de-Seilles,50.497212725023616,5.081752631616731
IC 29,3630,Veltem,50.90055001720875,4.633517445095211
L 01,4956,Hoei,50.527376421412576,5.234037173214917
L 01,4977,Marche-les-Dames,50.480718861804796,4.964576135362847
L 28,856,Schellebelle,51.00312616442199,3.92143307788236
IC 31,3106,Schaarbeek,50.87869266989909,4.378431524039678
L 04,4677,Boussu,50.43603991470513,3.79597174083758
IC 17,2527,Ottignies,50.671773574303224,4.570373990520092
IC 25,3830,Liers,50.69817964040005,5.566911104405785
IC 23-1,2330,Brussels Airport - Zaventem,50.89642423705851,4.48395784718869
L 29,4856,Cambron-Casteau,50.58696925909204,3.873974629508698
L 11,6079,Libramont,49.920246581133696,5.378998507038368
L L1-1,5257,Luik-Carré,50.64016117047732,5.561580820714428
IC 06-2,3706,Brussel-Centraal,50.84531101978561,4.35675831766839
L B10-1,2056,Jette,50.88120457651592,4.332923410788644
L B19,4006,Sint-Genesius-Rode,50.74811387437947,4.361939405198446
IC 31,3127,Holleken,50.767015163038835,4.354770803816823
IC 29,3629,Erembodegem,50.91929248249657,4.055478044299816
IC 17,2507,Brussel-Noord,50.85959959838314,4.361252318634824
IC 03,1505,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
L 29,4877,Houraing,50.702881501429985,3.835231437708677
L 28,878,Kapelle-op-den-Bos,51.010827123385425,4.358811372849264
IC 31,3128,Antwerpen-Berchem,51.1988702961587,4.432979473543215
L B1-2,1977,Brussel-Centraal,50.84531101978561,4.35675831766839
IC 29,3628,Aarsele,50.98449587775488,3.41837146644795
L B6,1556,Zandbergen,50.80691967863315,3.956989676456527
IC 23-2,2828,Brussel-Congres,50.85178018311057,4.362219760072247
L B2-2,3777,Lot,50.765128381018265,4.272571084560079
L C1,4578,Ham-sur-Sambre,50.45281278225799,4.672912869837899
IC 03,1530,Bokrijk,50.955795456999596,5.408576048052186
IC 20,2206,Erembodegem,50.91929248249657,4.055478044299816
IC 25,3806,Bergen,50.454436770348934,3.942380575452241
IC 08,2628,Aarschot,50.98449635540834,4.823698347886938
L B10-2,3857,Heizijde,50.98889804389831,4.157254201988882
IC 01,506,Hansbeke,51.07270818510425,3.537446874067181
IC 23-1,2306,Zedelgem,51.126381461398005,3.163480495051282
IC 08,2627,Kontich-Lint,51.13368368793974,4.47689680687504
IC 25,3805,Jemeppe-sur-Sambre,50.45094942294263,4.662626762258042
IC 23-2,2807,Heist,51.334177499078464,3.240489638663327
IC 03,1506,Oostkamp,51.15421490987769,3.257626153621203
IC 01,505,Diegem,50.89062008445345,4.441952580833079
IC 04-1,727,Antwerpen-Zuid,51.19721428415948,4.391779006927757
L L1-1,5277,Pepinster,50.56851509165158,5.810268537289398
L 16,5777,Natoye,50.343363707549074,5.061281004187228
L G1,757,Ronse,50.74236654443449,3.602611083047574
L B19,4028,Evere,50.8682065685372,4.401355062293686
IC 01,504,Nessonvaux,50.57198592493546,5.741746104791544
L 11,6055,Paliseul,49.89495830705849,5.119206133526989
IC 01,505,Zaventem,50.885632548337114,4.469909600155111
L G1,778,Waarschoot,51.15444063936785,3.615186997305616
IC 04-1,728,Deinze,50.9781328604359,3.535002801077202
L B19,4028,Schaarbeek-Josaphat,50.86036295580361,4.395006896335754
IC 04-1,728,Deinze-Wijksporen,50.9790461798649,3.540645659081197
IC 03,1504,Sint-Truiden,50.81768876585601,5.176520546000151
IC 04-1,729,Ieper,50.847477690810365,2.876886293135154
L B1-2,1977,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
IC 06-1,1905,Diegem,50.89062008445345,4.441952580833079
IC 29,3604,Brussel-Zuid,50.83580082886068,4.336052466325346
L B20-1,3077,Pecrot,50.779266845086774,4.651601336707822
IC 02,1806,Lokeren,51.1070280724398,3.985383235145282
IC 23-1,2329,Zottegem,50.86909906459784,3.814701035934551
IC 09,2905,Glaaien,50.750527352637484,5.535236934399886
L B2-2,3756,Schaarbeek,50.87869266989909,4.378431524039678
IC 31,3107,Roux,50.44308266140329,4.394000597539677
IC 29,3630,Erps-Kwerps,50.89654505809275,4.584930600736926
IC 32,827,Zedelgem,51.126381461398005,3.163480495051282
IC 22,3327,Buda,50.90808941401188,4.417587678075591
IC 31,3127,Sint-Genesius-Rode,50.74811387437947,4.361939405198446
IC 25,3805,Ham-sur-Sambre,50.45281278225799,4.672912869837899
IC 23-1,2304,Anderlecht,50.817918890620895,4.29153935389493
IC 08,2606,Kortenberg,50.89300415046401,4.543312926825426
IC 08,2606,Kortenberg-Goederen,50.893766016593474,4.552069735832903
IC 20,2229,Lokeren,51.1070280724398,3.985383235145282
IC 02,1827,Drongen,51.047503146402754,3.653586159319735
IC 20,2205,Opwijk,50.97461822357513,4.187540293365119
IC 11,3406,Lembeek,50.71511214097718,4.221567770089727
IC 08,2627,Hove,51.15406191789155,4.465214254147384
IC 25,3828,Marchienne-au-Pont,50.41221701003429,4.394312434115766
IC 10,4307,Antwerpen-Berchem,51.1988702961587,4.432979473543215
L B3,2278,Brussel-Noord,50.85959959838314,4.361252318634824
L 23,2856,Melkouwen,51.095163902445975,4.67120807182244
IC 08,2627,Mortsel-Oude God,51.171808099384776,4.455388660748518
L B1-2,1957,Waterloo,50.715533973277154,4.383453531843166
IC 11,3407,Leval,50.43066476604268,4.211414215952779
IC 25,3805,Moustier-Garage,50.452251562650595,4.676398912033878
IC 20,2205,Heizijde,50.98889804389831,4.157254201988882
L C1,4578,Jemeppe-sur-Sambre,50.45094942294263,4.662626762258042
IC 01,506,Landegem,51.06421597718289,3.57704576219589
L C4,3927,Walcourt,50.258623307603074,4.435775728291916
IC 08,2606,Erps-Kwerps,50.89654505809275,4.584930600736926
IC 10,4306,Balen-Werkplaatsen,51.204947001662255,5.245949995002284
L 24,4127,Hever,50.99640059409282,4.540771399949431
L 28,877,Deinze-Wijksporen,50.9790461798649,3.540645659081197
L 16,5777,Florée,50.357541983874405,5.056427261179839
IC 30,4207,Turnhout,51.32327000158529,4.938189995120822
L C1,4557,Limal,50.69197975199437,4.575848696098152
L B8-4,6556,Watermaal,50.80971059066153,4.399853339445608
L 10-2,977,Grupont,50.09050446184591,5.280534452223534
L 08,6277,Beuzet,50.532974982431014,4.750194075854363
L B19,4028,Meiser,50.854757009079435,4.394274208667772
IC 01,505,Nossegem,50.88344233385105,4.506060556822931
IC 31,3128,Mortsel-Deurnesteenweg,51.18231715581698,4.447187644772542
L 29,4878,Frameries,50.40552689156566,3.906385856821704
L G2,1857,Melle,51.002749921068165,3.796939037051605
L B19,4006,Holleken,50.767015163038835,4.354770803816823
IC 06-2,3706,Brussel-Congres,50.85178018311057,4.362219760072247
L 28,856,Wichelen,51.001758503990175,3.974883903141969
L 04,4677,Hainin,50.42802710763502,3.766794741414823
IC 31,3127,De Hoek,50.73924115834706,4.370342368877128
IC 31,3107,Courcelles-Motte,50.46202986102244,4.400412086453594
IC 04-1,705,Bissegem,50.82579327658622,3.224088411817595
IC 25,3827,Péruwelz,50.51361346641127,3.59206286807832
IC 29,3630,Kortenberg-Goederen,50.893766016593474,4.552069735832903
IC 29,3630,Kortenberg,50.89300415046401,4.543312926825426
IC 25,3829,Sclaigneaux,50.49212088315084,5.026460713868468
IC 22,3306,Antwerpen-Berchem,51.1988702961587,4.432979473543215
IC 17,2506,Namen,50.46920536707373,4.862754782172303
IC 31,3106,Buda,50.90808941401188,4.417587678075591
L 01,4956,Ampsin,50.53917375822986,5.288862316887595
IC 09,2906,Aarschot,50.98449635540834,4.823698347886938
IC 29,3630,Nossegem,50.88344233385105,4.506060556822931
IC 09,2927,Lier,51.13604368651541,4.561775772658214
L B10-1,2056,Sint-Agatha-Berchem,50.873033681208796,4.290747342200437
L B8-4,6578,Ottignies,50.671773574303224,4.570373990520092
IC 17,2506,Namur-Herbatte,50.469169910735076,4.869133583242475
IC 25,3830,Milmort,50.69342290621258,5.599557700763655
IC 03,1505,Brussel-Centraal,50.84531101978561,4.35675831766839
L 29,4877,Lessen,50.71290774870706,3.836861179155217
L B1-1,1757,Brussel-Noord,50.85959959838314,4.361252318634824
IC 23-1,2330,Zaventem,50.885632548337114,4.469909600155111
IC 29,3604,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
L C1,4578,Jemeppe-sur-Sambre-Marchandise,50.44797745287747,4.657785895311827
IC 03,1506,Beernem,51.127984351343564,3.329867037752411
L B2-2,3777,Buizingen,50.75154826326621,4.258657550563639
L B3,2278,Brussel-Congres,50.85178018311057,4.362219760072247
IC 23-2,2828,Brussel-Centraal,50.84531101978561,4.35675831766839
IC 10,4307,Mortsel,51.18289070974223,4.448811507867791
IC 11,3427,La Louvière-Industriestation,50.48597883133482,4.193672918052559
IC 25,3806,Nimy,50.47176943541776,3.95653982987247
IC 25,3805,Moustier,50.452728270830725,4.693813691441016
L B6,1556,Idegem,50.801685791171266,3.921425440783262
L B2-2,3778,Herent,50.90358929255643,4.672141055672479
IC 02,1828,Antwerpen-Zuid,51.19721428415948,4.391779006927757
IC 06-1,1928,Vorst-Zuid,50.810073408172734,4.310347515402428
IC 06-2,3727,'s-Gravenbrakel,50.60484523104407,4.138162426655214
IC 01,530,Eupen,50.63530533532371,6.037148397876284
IC 04-1,706,Beervelde,51.087172443782855,3.879980395685934
IC 01,504,Pepinster,50.56851509165158,5.810268537289398
L 13-1,5877,Habay,49.7182543711221,5.632255946759036
L L4,5177,Bierset-Awans,50.65843789782589,5.460786562650455
IC 01,505,Kortenberg,50.89300415046401,4.543312926825426
IC 01,505,Erps-Kwerps,50.89654505809275,4.584930600736926
L B8-4,6556,Bosvoorde,50.79455788670699,4.408269528287142
IC 04-1,728,De Pinte,50.998952524822585,3.655383901672195
L 16,5777,Assesse,50.368675498227645,5.021448905914102
L 29,4856,Lens,50.55912879254978,3.903285755628561
IC 22,3327,Schaarbeek,50.87869266989909,4.378431524039678
IC 31,3127,Waterloo,50.715533973277154,4.383453531843166
IC 23-1,2328,Roeselare,50.94934123119796,3.13023603832593
IC 23-1,2330,Diegem,50.89062008445345,4.441952580833079
L B20-1,3077,Florival,50.761456831505605,4.654204552702843
IC 31,3128,Mortsel-Oude God,51.171808099384776,4.455388660748518
IC 25,3829,Namêche,50.470279570029426,4.99842958361612
IC 02,1806,Lokeren-Oost,51.10977280180321,3.991494840923161
IC 09,2928,Hasselt,50.93094539063631,5.326071324066093
IC 09,2929,Luik-Carré,50.64016117047732,5.561580820714428
IC 29,3605,Merelbeke,51.020057593681734,3.764835020911601
IC 20,2205,Lebbeke,51.00475356147399,4.134881157174673
IC 08,2627,Mortsel-Deurnesteenweg,51.18231715581698,4.447187644772542
IC 25,3807,Herseaux,50.71428726455946,3.24481180953509
L B10-2,3857,Opwijk,50.97461822357513,4.187540293365119
IC 08,2606,Veltem,50.90055001720875,4.633517445095211
IC 20,2228,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 01,506,Drongen,51.047503146402754,3.653586159319735
IC 11,3428,Brussel-Noord,50.85959959838314,4.361252318634824
IC 06-1,1928,Ruisbroek,50.79177235834205,4.295521156543186
L B3,2256,Denderleeuw,50.891621170603955,4.071431566061722
IC 02,1827,Landegem,51.06421597718289,3.57704576219589
L B1-2,1957,De Hoek,50.73924115834706,4.370342368877128
IC 20,2205,Sint-Gillis(Dendermonde),51.02208185742186,4.117208570505743
IC 25,3805,Franière,50.439609337705065,4.733609958418976
L B6,1556,Schendelbeke,50.79778703486261,3.899162975185788
L B3,2278,Brussel-Centraal,50.84531101978561,4.35675831766839
IC 23-2,2828,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
IC 23-1,2305,Vichte,50.833503060446695,3.392847172084267
IC 03,1530,Kiewit,50.95466485008808,5.350407516097127
L 24,4127,Muizen,51.00823700109542,4.514109018598967
IC 08,2606,Herent,50.90358929255643,4.672141055672479
IC 03,1506,Maria-Aalter,51.10757473497731,3.386700586663826
L 08,6277,Lonzée,50.55197706629923,4.720151428541858
IC 04-1,727,Antwerpen-Berchem,51.1988702961587,4.432979473543215
L 28,877,Deinze,50.9781328604359,3.535002801077202
L G3,656,Lokeren,51.1070280724398,3.985383235145282
L 02,577,Oostkamp,51.15421490987769,3.257626153621203
L L1-1,5277,Nessonvaux,50.57198592493546,5.741746104791544
IC 29,3628,Tielt,50.99003689048316,3.328627110235745
L G2,1857,Gontrode,50.97984015695545,3.801555019043831
L 23,2878,Wezemaal,50.95636089869388,4.748012297469645
IC 25,3829,Marche-les-Dames-Marchandises,50.48053191922914,4.967202412995651
L B19,4006,Linkebeek,50.77339212483393,4.339918296891916
IC 25,3829,Marche-les-Dames,50.480718861804796,4.964576135362847
IC 17,2527,Profondsart,50.69384598089478,4.549496108321164
L 04,4677,Thulin,50.423428643848624,3.745946901340142
IC 06-2,3707,Bergen,50.454436770348934,3.942380575452241
IC 10,4327,Herentals,51.18107296652878,4.828554945607912
IC 06-1,1906,Opzullik,50.663205398063035,3.937245875917736
IC 03,1505,Brussel-Congres,50.85178018311057,4.362219760072247
L B10-1,2056,Groot-Bijgaarden,50.86839848514289,4.274515963982332
L B2-2,3756,Haren-Zuid,50.889616892134654,4.415076991166356
IC 10,4328,Hamont,51.24610100168093,5.541909994902332
IC 29,3604,Brussel-Centraal,50.84531101978561,4.35675831766839
IC 29,3629,Aalst,50.94312325212488,4.038683507111515
L 28,878,Londerzeel,51.00941362761383,4.296896133799565
IC 09,2906,Langdorp,51.00246923181287,4.863538493784459
IC 25,3827,Callenelle,50.527311586615326,3.526278070673758
L B20-1,3077,Eerken,50.75433674841785,4.662366455406936
IC 17,2527,Genval,50.726467561824926,4.513841930930245
IC 17,2527,Rixensart,50.71351481096948,4.530823605161436
L L4,5157,Borgworm,50.69469090868593,5.248963056690451
IC 04-1,705,Wevelgem,50.81106670481992,3.182483664800671
IC 31,3106,Vilvoorde,50.92414359820823,4.432813750239998
IC 23-1,2330,Haren-Zuid,50.889616892134654,4.415076991166356
IC 31,3128,Hove,51.15406191789155,4.465214254147384
IC 06-2,3706,Brussel-Noord,50.85959959838314,4.361252318634824
IC 06-1,1905,Zaventem,50.885632548337114,4.469909600155111
IC 02,1806,Sinaai,51.143500701126385,4.068856389093756
L 01,4977,Namur-Herbatte,50.469169910735076,4.869133583242475
L 28,856,Schoonaarde,51.003138571181125,4.011262908092702
IC 02,1827,Hansbeke,51.07270818510425,3.537446874067181
IC 25,3828,Forchies,50.433128757386235,4.323472828215522
IC 10,4306,Lommel,51.211527124043826,5.310537299130095
IC 06-1,1928,Lot,50.765128381018265,4.272571084560079
L C4,3927,Pry,50.26875846291183,4.430333398622681
IC 08,2628,Wezemaal,50.95636089869388,4.748012297469645
IC 11,3406,Halle,50.733060256649814,4.239823954453461
IC 11,3428,Brussel-Congres,50.85178018311057,4.362219760072247
IC 25,3806,Obourg-Marchandises,50.470021634500924,4.016410270720788
IC 25,3806,Obourg,50.46980723102854,4.006727859438542
L B2-2,3778,Veltem,50.90055001720875,4.633517445095211
IC 08,2627,Antwerpen-Berchem,51.1988702961587,4.432979473543215
IC 25,3804,Luik-Guillemins,50.62555824033023,5.565379651677738
L B3,2278,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
L B3,2256,Liedekerke,50.882547620740944,4.095286581223728
IC 10,4307,Boechout,51.16382800159388,4.49404699525959
L B19,4028,Brussel-Schuman,50.842848617923735,4.380023585783107
L 37-2,4406,Leopoldsburg,51.117330660425495,5.257878772958566
IC 01,505,Veltem,50.90055001720875,4.633517445095211
L G1,778,Sleidinge,51.12643393786671,3.667545364505891
IC 01,505,Herent,50.90358929255643,4.672141055672479
L 16,5777,Courrière,50.38773555674349,4.995789831137567
L 10-2,977,Forrières,50.13309074777786,5.276553146611916
IC 09,2929,Luik-Sint-Lambertus,50.64694935205776,5.57261263700804
IC 17,2528,Yvoir,50.32085000245575,4.878760881433763
L 01,4956,Amay,50.54592191603607,5.320609487870715
L B1-1,1777,Mechelen,51.01761866620954,4.483579828080118
IC 29,3604,Brussel-Congres,50.85178018311057,4.362219760072247
IC 31,3128,Kontich-Lint,51.13368368793974,4.47689680687504
L B1-1,1757,Schaarbeek,50.87869266989909,4.378431524039678
IC 17,2506,Jambes,50.45397911996434,4.875468217584368
IC 29,3605,Melle,51.002749921068165,3.796939037051605
L 13-1,5857,Libramont,49.920246581133696,5.378998507038368
IC 31,3127,Eigenbrakel,50.68475914261351,4.37582344502392
IC 09,2927,Boechout,51.16382800159388,4.49404699525959
L G2,1857,Landskouter,50.970632711493394,3.791317792734344
L L1-1,5257,Luik-Guillemins,50.62555824033023,5.565379651677738
L B1-2,1977,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 25,3827,Maubray,50.5473596412106,3.496016879443089
L 10-1,6177,Marloie,50.20321569506066,5.314305549244098
IC 02,1806,Belsele,51.15105293420193,4.088971325808107
L 29,4877,Acren,50.73286590540343,3.847018189191549
L G2,1877,Zottegem,50.86909906459784,3.814701035934551
L B10-1,2078,Denderleeuw,50.891621170603955,4.071431566061722
L 23,2856,Heist-op-den-Berg,51.073554825164585,4.709356990822297
IC 06-1,1928,Buizingen,50.75154826326621,4.258657550563639
IC 11,3427,La Louvière-Centrum,50.477715304331944,4.180068630195054
IC 25,3805,Floreffe,50.44348110262792,4.762999763962485
IC 23-1,2306,Torhout,51.064712250785384,3.105750907108637
IC 03,1529,Leuven,50.88136571115078,4.716208512981546
L B2-2,3777,Halle,50.733060256649814,4.239823954453461
L C1,4578,Auvelais,50.449170411135086,4.63070038869451
IC 20,2229,Zele,51.073037159646034,4.042379417228101
IC 25,3806,Havré,50.47086130374264,4.058356446670643
IC 02,1828,Zwijndrecht,51.213640244311954,4.324671903684774
IC 20,2228,Anderlecht,50.817918890620895,4.29153935389493
IC 02,1827,Bellem,51.08372389725801,3.487287359353551
IC 25,3828,Piéton,50.43511682114374,4.286129350500978
L B10-2,3857,Merchtem,50.95391293799017,4.223681249280842
IC 11,3428,Brussel-Centraal,50.84531101978561,4.35675831766839
L B1-2,1957,Sint-Genesius-Rode,50.74811387437947,4.361939405198446
L G3,656,Lokeren-Oost,51.10977280180321,3.991494840923161
L L1-1,5277,Fraipont,50.56512345525054,5.723431941853723
L 16,5777,Bois d'Ausse,50.40132405813825,4.98626175713774
L L4,5177,Voroux,50.6606950187532,5.431053889364091
L B8-4,6556,Groenendaal,50.766147386895206,4.44935705453385
L B10-1,2056,Dilbeek,50.86638979130907,4.243574071280418
IC 23-1,2330,Schaarbeek,50.87869266989909,4.378431524039678
IC 29,3605,Kwatrecht,50.99155010054474,3.833335262496046
L B8-3,6357,Ottignies,50.671773574303224,4.570373990520092
L B2-2,3757,'s-Gravenbrakel,50.60484523104407,4.138162426655214
IC 31,3107,Luttre,50.50601206060288,4.384250449864734
IC 17,2527,Terhulpen,50.73811044447185,4.497448352714626
IC 23-1,2329,Munkzwalm,50.875656666067506,3.731514205002289
L B20-1,3057,Ottignies,50.671773574303224,4.570373990520092
L B8-4,6578,Profondsart,50.69384598089478,4.549496108321164
IC 17,2507,Brussel-Schuman,50.842848617923735,4.380023585783107
L B2-2,3756,Diegem,50.89062008445345,4.441952580833079
L B19,4006,Sint-Job,50.793586213518765,4.360429545901712
IC 03,1505,Brussel-Noord,50.85959959838314,4.361252318634824
IC 29,3606,Kortemark,51.02513426910576,3.043944762312061
L 28,857,Kortrijk,50.82441338246862,3.267774528680328
IC 17,2527,Hoeilaart,50.76018324853293,4.467428762947364
IC 31,3128,Duffel,51.091684329214274,4.492767295335319
L 28,878,Malderen,51.01428356975301,4.231399792037534
L B20-1,3077,Gastuche,50.73643857537926,4.649935387130403
IC 09,2906,Testelt,51.009863921942355,4.945833786595188
L L4,5157,Bleret,50.685313301749794,5.286061064312441
L 29,4856,Jurbeke,50.530554529567226,3.91061322221787
L 28,856,Oudegem,51.014737627992446,4.062437122289404
IC 31,3106,Eppegem,50.95840721352074,4.457499467095007
IC 10,4327,Wolfstee,51.16893689590626,4.789732769538759
L 01,4956,Haute-Flône,50.55424859743379,5.331294580631765
IC 23-1,2304,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 06-2,3727,Zinnik,50.57312318221692,4.069352245033392
IC 23-1,2305,Anzegem,50.826216033991116,3.495470091998172
L C4,3927,Berzée,50.28562307355465,4.40599828396412
L L1-1,5277,Olne,50.56639308394579,5.703133531852481
IC 01,504,Verviers-Centraal,50.587801914284064,5.854635277252846
L 13-1,5877,Marbehan,49.72742014932923,5.53975533337961
L C1,4557,Ottignies,50.671773574303224,4.570373990520092
IC 30,4207,Tielen,51.240861461973786,4.893344963001603
L B19,4028,Brussel-Luxemburg,50.8388378181944,4.373972450132626
L C2-2,4376,Manage,50.50617164755824,4.23475247690034
L B8-4,6556,Hoeilaart,50.76018324853293,4.467428762947364
L 37-2,4406,Beverlo,51.08864300170322,5.234550994995216
L G1,778,Evergem,51.10754309685516,3.701533161896776
IC 03,1504,Alken,50.886400235927916,5.291749444935051
IC 17,2527,Groenendaal,50.766147386895206,4.44935705453385
L B1-1,1757,Buda,50.90808941401188,4.417587678075591
IC 06-2,3707,Ghlin,50.487523509938555,3.90639438934079
IC 22,3327,Brussel-Noord,50.85959959838314,4.361252318634824
IC 31,3106,Weerde,50.977243209834526,4.471087335301695
IC 09,2927,Mortsel,51.18289070974223,4.448811507867791
L 10-1,6177,Aye,50.2248529224513,5.300638767175158
IC 31,3128,Sint-Katelijne-Waver,51.07092770112268,4.495807348133646
IC 10,4327,Bouwel,51.16584351392913,4.747581819970593
IC 29,3629,Lede,50.970970941375874,3.985076835022102
IC 06-2,3706,Schaarbeek,50.87869266989909,4.378431524039678
IC 25,3830,Herstal,50.66038889612703,5.622362799581048
IC 29,3630,Brussels Airport - Zaventem,50.89642423705851,4.48395784718869
IC 09,2905,Liers,50.69817964040005,5.566911104405785
IC 31,3127,Lillois,50.64367353246769,4.363394702678375
IC 23-1,2329,Sint-Denijs-Boekel,50.874198889945404,3.698421279546744
IC 25,3828,Carnières,50.44790381004631,4.264406625278332
IC 03,1506,Aalter,51.09225779139449,3.447855382940146
L B2-2,3778,Erps-Kwerps,50.89654505809275,4.584930600736926
IC 06-1,1928,Halle,50.733060256649814,4.239823954453461
L B2-2,3777,Lembeek,50.71511214097718,4.221567770089727
IC 02,1828,Melsele,51.21082656268172,4.288506223071698
IC 11,3428,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
IC 25,3806,Thieu,50.46967181239604,4.098467909523017
IC 02,1827,Aalter,51.09225779139449,3.447855382940146
IC 03,1529,Herent,50.90358929255643,4.672141055672479
IC 23-1,2304,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
IC 25,3806,Bracquegnies,50.47436212331982,4.126350513636451
IC 01,506,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
IC 25,3828,Morlanwelz,50.45819475895926,4.247606842005881
IC 25,3807,Froyennes,50.629514143330255,3.355483776176476
L C1,4578,Tamines,50.432082424904884,4.60886693717308
IC 23-2,2807,Brugge-Sint-Pieters,51.22266043095538,3.201678747582974
L B10-1,2078,Liedekerke,50.882547620740944,4.095286581223728
IC 25,3804,Luik-Carré,50.64016117047732,5.561580820714428
L B3,2278,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 25,3805,Flawinne,50.456249957652616,4.806300471605369
L B6,1556,Geraardsbergen,50.770949248522925,3.872417489184951
L B10-2,3857,Mollem,50.932896546874765,4.216581185073014
IC 20,2206,Denderleeuw,50.891621170603955,4.071431566061722
L B1-2,1957,Holleken,50.767015163038835,4.354770803816823
L 16,5777,Sart-Bernard,50.406741726327766,4.948563267648817
L B19,4028,Mouterij,50.83101229975816,4.378599139352779
L L1-1,5277,Trooz,50.57328744502597,5.688448772904129
IC 04-1,706,Gent-Dampoort,51.056728987048956,3.740515250330524
L 10-2,977,Rochefort-Jemelle,50.16041579741265,5.266796362528351
IC 01,530,Welkenraedt,50.65937064749165,5.974267220223243
