id,name,latitude,longitude,count
1146,Tienen,50.8079314339937,4.925636678946889,40599
719,Leuze,50.60055276661659,3.616784177194411,20654
318,Denderleeuw,50.891621170603955,4.071431566061722,94481
933,Opwijk,50.97461822357513,4.187540293365119,31336
442,Gendron-Celles,50.210804056411945,4.964650876726329,8890
647,Kortemark,51.02513426910576,3.043944762312061,11383
1238,Wezemaal,50.95636089869388,4.748012297469645,53118
12,Acren,50.73286590540343,3.847018189191549,11836
479,Gouy-lez-Piéton,50.49572848742678,4.324807411007554,8872
1120,Schaarbeek-Groep R,50.888951436843996,4.408535403559564,1730
474,Gontrode,50.97984015695545,3.801555019043831,12508
899,Neerpelt,51.22237547958096,5.437315565832811,11456
675,Luchtbal-Wijkbundel,51.27099800154873,4.431169995291412,7311
748,Lokeren,51.1070280724398,3.985383235145282,60265
1666,Overpelt,51.215549622947385,5.423126886234479,11453
1253,Wichelen,51.001758503990175,3.974883903141969,22099
435,Gedinne,49.98409071470052,4.97816774883466,9076
384,Ezemaal,50.77212949781888,4.994219913271197,40600
351,Eke-Nazareth,50.96156491571629,3.627889375856963,11259
1145,Tielt,50.99003689048316,3.328627110235745,12956
970,Pont-à-Celles,50.5138331542941,4.354095184574096,8873
732,Lier,51.13604368651541,4.561775772658214,69896
837,Moensberg,50.777890962664365,4.329808312415132,22495
826,Mérode,50.839930553958354,4.399590549118572,14511
1226,Welkenraedt,50.65937064749165,5.974267220223243,18428
462,Ghlin,50.487523509938555,3.90639438934079,32140
911,Nijvel,50.6004932591792,4.335288481441468,55011
734,Liers-Faisceau,50.69978530450907,5.558491077982493,17683
855,Mont-Saint-Guibert,50.63829834924627,4.61270934638381,29866
1767,Bockstael,50.87943983166831,4.348514000855896,40992
1272,Zingem,50.90911962391627,3.646473939714823,11260
1248,Wondelgem,51.08898575456289,3.719596592718692,10802
436,Geel,51.169052549858385,4.989631494192635,19926
870,Moustier,50.452728270830725,4.693813691441016,36498
1219,Watermaal,50.80971059066153,4.399853339445608,37935
263,Châtelet,50.41014315711594,4.521411822216678,37292
784,Manage,50.50617164755824,4.23475247690034,10601
470,Glaaien,50.750527352637484,5.535236934399886,3084
768,Luttre,50.50601206060288,4.384250449864734,36396
2089,Anderlecht,50.817918890620895,4.29153935389493,81571
188,Boom,51.09092845876141,4.360441525923846,7862
1057,Schaarbeek-Perron P.C.I.,50.90161855777666,4.414710414550336,1031
328,Dilbeek,50.86638979130907,4.243574071280418,19888
634,Kapelle-op-den-Bos,51.010827123385425,4.358811372849264,20502
210,Brugge,51.19727306937378,3.216852878213191,84918
710,Lessen,50.71290774870706,3.836861179155217,11942
1161,Turnhout,51.32327000158529,4.938189995120822,18943
447,Gentbrugge,51.03878033373764,3.756083021687756,50118
954,Pecrot,50.779266845086774,4.651601336707822,19883
1218,Waterloo,50.715533973277154,4.383453531843166,54980
800,Machelen,50.90596642069302,4.421043048845224,1057
1021,Ruisbroek,50.79177235834205,4.295521156543186,72436
283,Izegem-Sas,50.92120714692377,3.219680037338991,21467
807,Maubray,50.5473596412106,3.496016879443089,19350
546,Hemiksem,51.13637533241372,4.338483199630347,7859
686,Langdorp,51.00246923181287,4.863538493784459,41869
361,Engis,50.58266006063994,5.402218863560586,30666
1261,Zedelgem,51.126381461398005,3.163480495051282,22544
974,Poulseur,50.5089593315108,5.578188092061416,10008
643,Koksijde,51.078708344787216,2.654140285486822,11320
472,Godinne,50.3488506246698,4.869974117956068,20355
233,Bilzen-Wijkspoor,50.87164775246125,5.509354730128338,11529
1149,Tilly,50.55665902549565,4.551641295072792,10527
93,Deinze-Wijksporen,50.9790461798649,3.540645659081197,38584
252,Céroux-Mousty,50.6593132895864,4.569055560535676,10528
31,Ans,50.66119033371017,5.509696653841267,37734
723,Libramont,49.920246581133696,5.378998507038368,33251
155,Bierset-Awans,50.65843789782589,5.460786562650455,20052
195,Boussu,50.43603991470513,3.79597174083758,9981
199,Bouwel,51.16584351392913,4.747581819970593,38246
369,Erquelinnes,50.30411129311053,4.113617375776282,3525
243,Sint-Agatha-Berchem,50.873033681208796,4.290747342200437,19888
1744,La Louvière-Zuid,50.464993656778184,4.19010515835262,58439
902,Neufvilles,50.543523197055165,4.010763312378273,27463
1083,Sint-Katelijne-Waver,51.07092770112268,4.495807348133646,80208
1154,Doornik,50.615141816804844,3.388492484343276,40161
78,Athus,49.563854762384,5.829224589508755,9602
1663,Haren,50.888870897054744,4.420030838936388,55676
250,Carnières,50.44790381004631,4.264406625278332,30707
611,Jambes,50.45397911996434,4.875468217584368,33449
621,Jette,50.88120457651592,4.332923410788644,51948
1246,Rivage-Marchandises,50.49075374158829,5.587160273988107,10112
1206,Waarschoot,51.15444063936785,3.615186997305616,10767
962,Piéton,50.43511682114374,4.286129350500978,30741
106,Balegem-Zuid,50.9008046268035,3.805776390974759,12509
585,Hourpes,50.36371477510706,4.30877079907457,3517
8,Aalter,51.09225779139449,3.447855382940146,58866
908,Nimy,50.47176943541776,3.95653982987247,29625
708,Leopoldsburg,51.117330660425495,5.257878772958566,10691
455,Gent-Sint-Pieters,51.03551971701421,3.710101315832923,160584
684,Landen,50.7478945465236,5.079627434738533,43684
701,Lede,50.970970941375874,3.985076835022102,23695
1092,Zinnik,50.57312318221692,4.069352245033392,27804
132,Begijnendijk,51.02202332433806,4.800439914572373,31400
514,Ham-sur-Heure,50.320541575191406,4.405047354650665,8268
1234,Wetteren,51.00149929084834,3.881915592818523,45303
1056,Scheldewindeke,50.93780300159805,3.777613995483383,12509
916,Nossegem,50.88344233385105,4.506060556822931,111553
863,Mortsel,51.18289070974223,4.448811507867791,78977
114,Barvaux,50.349504130012015,5.502270043642818,9880
289,Court-Saint-Etienne,50.645568864411956,4.56554152667738,10527
754,Lonzée,50.55197706629923,4.720151428541858,29338
518,Hansbeke,51.07270818510425,3.537446874067181,58852
583,Houraing,50.702881501429985,3.835231437708677,11941
1202,Voroux,50.6606950187532,5.431053889364091,20582
744,Lobbes,50.34631966923858,4.260948846223764,3527
715,Leuven,50.88136571115078,4.716208512981546,173045
235,Burst,50.90690477967195,3.920956497963406,37858
286,Courcelles-Motte,50.46202986102244,4.400412086453594,29183
376,Essen,51.46273699668126,4.451116949102328,9264
147,Berzée,50.28562307355465,4.40599828396412,8268
480,Graide,49.93372052397986,5.043616894147011,9076
860,Moortsele,50.95295090340576,3.780982223065362,12509
1066,Schelle,51.125420284993226,4.340225752794691,7859
358,Kinkempois-Relais,50.60647571597552,5.572330520059823,15707
412,Fontaine-Valmont,50.32086424659956,4.211513539319487,3525
989,Rebaix,50.66104886044587,3.793534075384883,11940
535,Havré,50.47086130374264,4.058356446670643,29625
1159,Trooz,50.57328744502597,5.688448772904129,30992
1168,Ukkel-Stalle,50.80248548912509,4.323778171903269,39234
1260,Zaventem,50.885632548337114,4.469909600155111,112938
642,Knokke,51.339924821451284,3.285227675190857,9648
77,Aat,50.627030183302196,3.776393685659921,34648
232,Buizingen,50.75154826326621,4.258657550563639,72437
725,Liedekerke,50.882547620740944,4.095286581223728,83012
37,Antwerpen-Centraal,51.216862033537794,4.421083629947415,188148
832,Mévergnies-Attre,50.600273014504275,3.832948437056826,12002
907,Nijlen,51.15960165747347,4.664476042560455,38246
939,Oudenaarde,50.85060234685959,3.600671251569412,38339
574,Hofstade,50.988539649222346,4.498451705048018,7306
333,Gedinne-Marchandises,49.98522277357419,4.978550757453018,9075
1419,Kapellen-Wijkspoor,51.317231535723785,4.434792500728763,9524
1577,Moustier-Garage,50.452251562650595,4.676398912033878,36498
975,Profondsart,50.69384598089478,4.549496108321164,37930
848,Bergen,50.454436770348934,3.942380575452241,73810
102,Baasrode-Zuid,51.01938772431604,4.15401461327405,21169
158,Binche,50.408563854714735,4.172759557130057,11135
533,Havinnes,50.61882981688033,3.49566068071467,20545
979,Quaregnon,50.449728268340586,3.855599112085348,30841
1180,Verviers-Paleis,50.59092927829129,5.865284693352242,18050
871,Muizen,51.00823700109542,4.514109018598967,28120
365,Erembodegem,50.91929248249657,4.055478044299816,41144
704,Leignon,50.267702734121116,5.107729107898765,5881
157,Bilzen,50.868680426197486,5.509372414884934,11529
606,Izegem,50.92110934791895,3.21346951707641,21468
308,Jemeppe-sur-Sambre-Marchandise,50.44797745287747,4.657785895311827,36558
313,Dave-Saint-Martin,50.429043271156736,4.88423456717759,9939
24,Ampsin,50.53917375822986,5.288862316887595,30667
614,Java,50.51387710977643,5.160698724076279,30095
392,Farciennes,50.42914428371283,4.552667151670986,37286
191,Bordet,50.8777742574513,4.410014404476271,55676
1055,Schaarbeek-Josaphat,50.86036295580361,4.395006896335754,55702
218,Brussel-Luxemburg,50.8388378181944,4.373972450132626,83240
1131,Ternat,50.874645887542954,4.165480312447825,19895
742,Linkebeek,50.77339212483393,4.339918296891916,54982
938,Oudegem,51.014737627992446,4.062437122289404,22098
184,Bokrijk,50.955795456999596,5.408576048052186,11856
550,Hennuyères,50.65091444999998,4.176132141679284,54187
272,Ciney,50.29201497586893,5.0906965755074,15816
781,Malderen,51.01428356975301,4.231399792037534,21170
190,Boortmeerbeek,50.98190383220303,4.57399271193005,20988
554,Herentals,51.18107296652878,4.828554945607912,40094
406,Floreffe,50.44348110262792,4.762999763962485,36499
424,Franière,50.439609337705065,4.733609958418976,36498
1348,Beringen,51.0506130017172,5.235889994991115,10593
919,Obaix-Buzet,50.53576499907677,4.363632083286799,27517
1067,Seraing,50.60883252731699,5.514078318342331,15708
1273,Zolder-Kruissporen,51.03487464663944,5.317814120748603,10591
961,Philippeville,50.191612712480655,4.536051970925456,8133
1235,Wevelgem,50.81106670481992,3.182483664800671,11693
269,Marche-les-Dames-Marchandises,50.48053191922914,4.967202412995651,30096
733,Liers,50.69817964040005,5.566911104405785,30214
261,Chastre,50.60757597085545,4.65013041163728,29866
502,Halanzy,49.55597176168689,5.742228911420838,9591
117,Schulen-Sas,50.963577095654976,5.188162889720117,41618
257,Chapois,50.26226836222129,5.124119622764102,5879
125,Baulers,50.61231055874444,4.350260827251606,21836
700,Le Campinaire,50.423793968306505,4.542815083314184,37286
1090,Sint-Truiden,50.81768876585601,5.176520546000151,11435
187,Booischot,51.037499464688636,4.772796366390144,31399
728,Luik-Carré,50.64016117047732,5.561580820714428,46641
1150,Tollembeek,50.73542702057838,3.992881040231503,13480
506,Halle-Goederen,50.73856640826248,4.245188244191178,6701
331,Dolhain-Gileppe,50.62692515023561,5.93868646551414,18050
913,Namur-Herbatte,50.469169910735076,4.869133583242475,73485
1232,Wolfstee,51.16893689590626,4.789732769538759,38246
698,Lauwe,50.7877911292868,3.202325904952008,8394
201,Bracquegnies,50.47436212331982,4.126350513636451,29626
107,Balen,51.16831361296897,5.166049651618022,10687
6,Aalst,50.94312325212488,4.038683507111515,41390
446,Genly,50.39072345653245,3.911927656249831,9519
749,Lokeren-Oost,51.10977280180321,3.991494840923161,54013
1148,Tilleur,50.619325790518765,5.52959613022457,29628
920,Obourg,50.46980723102854,4.006727859438542,29626
1843,Evergem,51.10754309685516,3.701533161896776,10767
1058,Schellebelle,51.00312616442199,3.92143307788236,45878
219,Brussels Airport - Zaventem,50.89642423705851,4.48395784718869,97385
363,Eppegem,50.95840721352074,4.457499467095007,89859
1979,Thurn en Taxis,50.87155655999172,4.340863745355737,11310
66,Anzegem,50.826216033991116,3.495470091998172,25494
231,Buggenhout,51.01631183819492,4.200760136726267,21170
1213,Borgworm,50.69469090868593,5.248963056690451,20866
873,Munkzwalm,50.875656666067506,3.731514205002289,26270
523,Hasselt,50.93094539063631,5.326071324066093,64748
414,Vorst-Oost,50.81020033751361,4.320981153478699,39235
458,Geraardsbergen,50.770949248522925,3.872417489184951,37955
368,Erps-Kwerps,50.89654505809275,4.584930600736926,111553
1982,Bois d'Ausse,50.40132405813825,4.98626175713774,9940
166,Blankenberge,51.31228295182011,3.133562308706298,12305
142,Berlaar,51.113708437795054,4.638257975914391,31491
924,Olen,51.17402976913898,4.902499251852356,19923
410,Florival,50.761456831505605,4.654204552702843,19883
2011,Ougrée,50.60537053983336,5.53695657290209,15708
896,Naninne,50.41937412405278,4.93031043044587,9939
1005,Roeselare,50.94934123119796,3.13023603832593,21500
730,Luik-Sint-Lambertus,50.64694935205776,5.57261263700804,46644
1212,Waregem,50.89242835003542,3.42559831780833,25761
217,Brussel-Kapellekerk,50.841176483587425,4.347842850133666,296216
1087,Sint-Martens-Bodegem,50.8671660562188,4.2049393203133,19889
177,Boechout,51.16382800159388,4.49404699525959,61082
810,Mechelen,51.01761866620954,4.483579828080118,139846
1231,Zolder,51.033639116270635,5.330784089179512,10589
931,Oostkamp,51.15421490987769,3.257626153621203,58859
557,Hermalle-sous-Huy,50.57190883954576,5.379497993919575,30666
1189,Villers-la-Ville,50.57809065042433,4.53350004126608,10527
1081,Sint-Job,50.793586213518765,4.360429545901712,35768
229,Buda,50.90808941401188,4.417587678075591,65598
559,Herne,50.72369800894415,4.014372844199131,13481
788,Marche-en-Famenne,50.222535392854475,5.34617844744314,9871
1102,Statte,50.528178167667285,5.21961650061351,30259
1198,Viville,49.68828394053227,5.785474662429645,8979
900,Neerwinden,50.76376087904074,5.036335028170957,40600
405,Florée,50.357541983874405,5.056427261179839,9935
996,Rivage,50.48425613972251,5.586577136640217,10114
762,Louvain-la-Neuve,50.669942365664625,4.616284940483432,29682
192,Bornem,51.09898501545822,4.240696490818711,12659
1174,Veltem,50.90055001720875,4.633517445095211,111554
1063,Sclessin,50.61036517564539,5.55669507871075,29628
1059,Schendelbeke,50.79778703486261,3.899162975185788,11429
375,Esneux,50.52961833787157,5.572858884799018,10008
1912,Arcaden,50.809668214471365,4.398413181937825,35767
415,Vorst-Zuid,50.810073408172734,4.310347515402428,72503
976,Pry,50.26875846291183,4.430333398622681,8267
1242,Wijgmaal,50.9233034469938,4.700698413816125,20964
782,Maffle,50.61404860437613,3.800494581194257,12001
1160,Tubeke,50.69169220545364,4.20581147629095,54187
982,Quévy,50.34148798303996,3.909640484650724,9519
674,La Louvière-Industriestation,50.48597883133482,4.193672918052559,28041
1079,Sint-Genesius-Rode,50.74811387437947,4.361939405198446,54980
630,Kalmthout,51.389739416824185,4.466700911173807,9264
1152,Torhout,51.064712250785384,3.105750907108637,22543
1723,Zeebrugge-Strand,51.3244824906541,3.186399065066345,3957
821,Merchtem,50.95391293799017,4.223681249280842,31335
401,Flémalle-Grande,50.6052596351082,5.481089013737427,29628
1141,Thulin,50.423428643848624,3.745946901340142,9983
739,Limal,50.69197975199437,4.575848696098152,27919
9,Aarschot,50.98449635540834,4.823698347886938,56257
897,Natoye,50.343363707549074,5.061281004187228,9935
565,Heusden,51.03831376551328,5.280683551561018,10591
736,Ligny,50.51135366053688,4.566056594307918,10526
566,Hever,50.99640059409282,4.540771399949431,20988
1130,Terhagen,50.90182412616037,3.897482385381147,37712
457,Genval,50.726467561824926,4.513841930930245,37932
592,Hoei,50.527376421412576,5.234037173214917,30924
281,Couillet,50.39264488205441,4.46933253671293,37290
553,Herent,50.90358929255643,4.672141055672479,111552
288,Cour-sur-Heure,50.30090257757173,4.392087977820365,8268
635,Kessel,51.151056001612034,4.618457995215415,38244
151,Beveren(Waas),51.208473876872844,4.260777895162216,48971
820,Menen,50.79946001891374,3.113887199330697,11693
620,Jemeppe-sur-Sambre,50.45094942294263,4.662626762258042,36564
894,Namêche,50.470279570029426,4.99842958361612,30096
205,'s-Gravenbrakel,50.60484523104407,4.138162426655214,67600
67,Appelterre,50.81314095122116,3.97235371963076,11429
325,Diegem,50.89062008445345,4.441952580833079,112938
673,La Louvière-Centrum,50.477715304331944,4.180068630195054,29647
895,Namen,50.46920536707373,4.862754782172303,95786
1060,Schoonaarde,51.003138571181125,4.011262908092702,22098
1017,Ruisbroek-Sauvegarde,51.081104584314794,4.326980819832666,7471
540,Heist,51.334177499078464,3.240489638663327,9649
1224,Weerde,50.977243209834526,4.471087335301695,82555
471,Godarville,50.49295177248584,4.290252782915575,8871
287,Courrière,50.38773555674349,4.995789831137567,9937
167,Blanmont,50.6195230216506,4.636686921998361,29866
277,Comblain-la-Tour,50.45662378972361,5.567151863844289,10114
1842,Messancy,49.594027856871506,5.81831958125903,9150
1254,Yves-Gomezée,50.237995850240075,4.490419768073481,8116
342,Ecaussinnes,50.56236360511417,4.156673065283353,19116
1073,Sinaai,51.143500701126385,4.068856389093756,54008
572,Hoeilaart,50.76018324853293,4.467428762947364,37934
336,Duffel,51.091684329214274,4.492767295335319,80211
247,Cambron-Casteau,50.58696925909204,3.873974629508698,12002
136,Bellem,51.08372389725801,3.487287359353551,58852
139,Antwerpen-Berchem,51.1988702961587,4.432979473543215,189472
1182,Viane-Moerbeke,50.751952939919235,3.917163280042836,13482
864,Mortsel-Deurnesteenweg,51.18231715581698,4.447187644772542,52082
672,Terhulpen,50.73811044447185,4.497448352714626,37932
316,De Hoek,50.73924115834706,4.370342368877128,54980
1350,Zonhoven,50.98970000175233,5.348769994945753,10583
654,Kwatrecht,50.99155010054474,3.833335262496046,45303
628,Jurbeke,50.530554529567226,3.91061322221787,39184
33,Kortenberg-Goederen,50.893766016593474,4.552069735832903,54731
422,Frameries,50.40552689156566,3.906385856821704,9520
885,Neufvilles-Garage,50.5460562377274,4.015352406771576,27463
185,Bomal,50.376893421466065,5.519435934484005,10151
380,Etterbeek,50.8213075599027,4.39049871944438,79032
215,Brussel-Centraal,50.84531101978561,4.35675831766839,296215
1107,Stockem,49.69093190226452,5.767977032812465,8979
130,Beervelde,51.087172443782855,3.879980395685934,39298
612,Jamioulx,50.35310475459701,4.411235098608796,8268
486,Groenendaal,50.766147386895206,4.44935705453385,37935
1155,Tilly-Garage,50.55294735706996,4.550490586788605,10527
617,Rochefort-Jemelle,50.16041579741265,5.266796362528351,12743
819,Melsele,51.21082656268172,4.288506223071698,48971
1274,Zottegem,50.86909906459784,3.814701035934551,58322
433,Gastuche,50.73643857537926,4.649935387130403,19883
364,Erbisoeul,50.5078636253228,3.888447711073647,32140
1187,Ville-Pommeroeul,50.464526837178994,3.724432978367793,19375
877,Mortsel-Liersesteenweg,51.169548577434576,4.469151255029592,19926
169,Blaton,50.505954521715246,3.66570591977767,19375
1113,Sy,50.40330835945356,5.523618360082942,10114
345,Ede,50.91099162785289,3.987780754836433,37853
541,Heist-op-den-Berg,51.073554825164585,4.709356990822297,31487
971,Pont-de-Seraing,50.619916699168094,5.511349156465087,29628
910,Ninove,50.83945938950777,4.026263271536687,11430
236,Rhisnes-Sas,50.50059749700802,4.799814589897698,29338
941,Oud-Heverlee,50.835700608309,4.653595847154261,19750
493,Haacht,50.96626270702382,4.613329769481095,20989
707,Lens,50.55912879254978,3.903285755628561,12002
759,Lot,50.765128381018265,4.272571084560079,72437
227,Brussel-Schuman,50.842848617923735,4.380023585783107,78985
1085,Lierde,50.81658982280488,3.825714387767464,11759
121,Opzullik,50.663205398063035,3.937245875917736,21795
1255,Yvoir,50.32085000245575,4.878760881433763,20443
1184,Vichte,50.833503060446695,3.392847172084267,25492
1031,Saint-Denis-Bovesse,50.521297001857974,4.767791995102788,29338
1670,Genk,50.967071021620654,5.498086693151217,11855
1761,Delta,50.81920158758551,4.404357132216068,14510
196,Haversin-Garage,50.25045779143735,5.192954824931276,5879
291,Couvin,50.057799568191655,4.492998249775371,8083
842,Momalle,50.6699148465472,5.367599886549959,20582
767,Lustin,50.36974157323638,4.87748847850772,20356
1043,Sart-Bernard,50.406741726327766,4.948563267648817,9939
602,Ieper,50.847477690810365,2.876886293135154,11651
1192,Vilvoorde,50.92414359820823,4.432813750239998,95663
1088,Sint-Niklaas,51.17159935285642,4.143282196338587,71369
705,Leman,50.59896972583936,5.465658900379582,29628
1270,Zichem,51.006658165424646,4.987321399197209,41862
171,Bleret,50.685313301749794,5.286061064312441,20586
604,Ingelmunster,50.91484341700642,3.254708319352296,21467
427,Froyennes,50.629514143330255,3.355483776176476,15050
786,Marbehan,49.72742014932923,5.53975533337961,8981
347,Eichem,50.82390795063365,3.993605086038247,11429
562,Herstal,50.66038889612703,5.622362799581048,38951
636,Kiewit,50.95466485008808,5.350407516097127,11855
1228,Welle,50.90304992098791,4.05086651791031,37854
105,Balegem-Dorp,50.92004304051835,3.791056533864412,12509
402,Flémalle-Haute,50.59463893442038,5.456315954565175,46346
866,Mortsel-Oude God,51.171808099384776,4.455388660748518,52086
991,Remicourt,50.67864345114512,5.321422014482167,20583
1724,Gentbrugge-Perron C.W.,51.029577695344535,3.752448334641758,50024
327,Diksmuide,51.032885050461196,2.869519746489205,11384
692,La Roche(Brabant),50.61023315895161,4.539569635859897,10527
1177,Verviers-Centraal,50.587801914284064,5.854635277252846,31674
133,Beignée,50.33322928698963,4.406633114506781,8268
724,Lichtervelde,51.025212177341054,3.126819220887453,34399
1134,Testelt,51.009863921942355,4.945833786595188,41872
600,Iddergem,50.876839948861615,4.068558143547746,11426
335,Drongen,51.047503146402754,3.653586159319735,58851
591,Huizingen,50.75164132555423,4.265609116647624,20016
383,Evere,50.8682065685372,4.401355062293686,55677
1768,Simonis,50.86599657853117,4.334138582968338,11309
827,Méry,50.54825330128011,5.587073124315626,10007
952,Papegem,50.687655087352056,3.824299419853787,11940
432,Galmaarden,50.74402497456338,3.964956486506644,13480
619,Jemeppe-sur-Meuse,50.61841627390551,5.497799707765852,29628
319,Dendermonde,51.022951980794005,4.101327011759538,57280
1061,Schulen,50.96418013482577,5.18542062549714,41619
