station,delay,arrival_count,departure_count,difference_count
289,13,22,25,
1073,37,32,21,
369,10,4,14,
24,20,48,51,
563,15,89,97,
1724,1,7369,7369,
205,38,12,16,
1245,36,4,4,
19,33,10,13,
1144,34,6,10,
195,46,2,2,
931,48,9,9,
724,31,23,28,
1224,58,3,3,
125,42,3,3,
1767,41,2,4,
462,9,383,453,
1350,26,10,9,
229,24,77,79,
951,16,14,17,
906,36,8,8,
900,55,1,1,
705,30,16,17,
249,22,6,7,
1146,26,68,57,
510,18,27,29,
1260,25,97,100,
261,33,3,3,
246,38,2,2,
913,35,16,16,
281,13,126,121,
406,51,1,1,
617,36,2,1,
449,19,70,80,
506,20,4,4,
759,58,5,4,
378,42,4,1,
288,18,7,6,
1226,22,37,20,
1245,44,1,1,
1066,23,3,3,
897,22,5,3,
1161,37,4,1,
821,11,207,212,
164,58,2,2,
1055,30,17,17,
924,14,74,83,
171,55,4,4,
1182,20,22,17,
6,42,5,4,
2027,10,5,5,
447,48,3,4,
1206,29,2,3,
592,40,6,7,
278,31,13,10,
644,57,2,1,
35,55,1,1,
335,25,76,74,
1021,19,115,117,
400,41,4,5,
258,22,7,9,
897,17,7,9,
906,44,2,3,
188,30,2,3,
232,36,23,23,
996,39,3,3,
10,10,121,120,
900,56,4,6,
579,49,1,2,
308,30,11,11,
910,39,4,4,
1081,41,1,2,
151,31,18,15,
410,53,2,1,
217,33,122,122,
125,19,32,32,
38,25,2,2,
516,44,4,4,
457,-4,14,15,
894,48,5,4,
797,53,6,6,
528,42,1,1,
10,31,11,11,
58,23,47,47,
553,44,24,23,
267,29,29,31,
793,20,2,1,
976,18,9,9,
480,36,1,1,
255,22,1,1,
995,27,14,13,
33,51,7,7,
638,21,4,4,
401,47,1,2,
1272,42,2,1,
233,18,14,14,
243,9,199,199,
380,31,30,26,
1113,39,4,3,
654,26,39,44,
1144,51,2,3,
832,41,4,2,
136,32,38,39,
132,47,2,3,
533,9,203,203,
33,-2,15,15,
781,29,4,5,
75,22,3,4,
546,-4,2,2,
907,17,105,108,
611,27,14,8,
937,14,13,13,
250,13,100,102,
218,53,1,3,
1148,12,165,165,
263,46,6,6,
901,41,13,15,
422,31,2,1,
868,26,8,6,
991,24,31,35,
107,-3,2,1,
907,22,52,52,
905,41,1,1,
406,34,5,5,
58,7,302,299,
345,22,33,43,
1189,6,171,165,
636,54,1,3,
974,48,2,1,
788,21,12,10,
1088,39,31,18,
826,-1,12,10,
824,28,17,25,
962,39,3,5,
177,35,17,16,
557,1,4799,4799,
308,38,1,1,
263,16,68,72,
188,38,2,2,
272,16,4,10,
1230,36,2,7,
1009,59,2,3,
877,24,20,32,
335,52,2,2,
58,45,3,3,
579,37,3,4,
1060,59,1,1,
1130,18,62,63,
360,58,2,2,
442,35,2,2,
75,17,3,8,
821,36,14,12,
1255,21,13,9,
739,33,1,1,
1761,22,7,12,
266,33,13,14,
654,13,190,189,
589,23,2,4,
644,54,3,3,
102,12,69,63,
750,51,1,2,
187,22,33,29,
923,48,1,1,
958,50,2,2,
391,5,331,383,
413,54,2,2,
250,26,14,16,
643,33,4,14,
1136,33,4,4,
1066,7,94,94,
1181,32,10,10,
1009,50,3,3,
699,58,1,1,
1180,33,11,11,
1842,20,5,3,
1246,42,3,3,
117,41,8,8,
1055,38,5,4,
1189,-1,151,147,
190,24,19,24,
618,25,1,1,
648,24,145,148,
1087,15,65,97,
885,9,218,218,
187,17,40,49,
105,47,1,2,
984,30,4,1,
572,40,7,6,
375,37,2,3,
644,18,180,183,
2089,20,122,121,
863,17,156,155,
283,50,1,1,
705,38,7,8,
130,50,6,6,
723,22,12,7,
223,15,31,31,
331,14,84,85,
553,11,845,834,
1013,4,111,34,
74,33,16,17,
246,30,13,13,
921,-1,3762,3762,
287,16,5,5,
1187,12,99,100,
811,48,9,8,
715,59,11,3,
194,4,17,14,
686,25,43,44,
1244,32,5,5,
664,19,3,5,
33,34,8,8,
621,35,15,20,
325,21,176,181,
401,8,415,435,
236,26,19,19,
535,39,8,8,
925,40,13,13,
1073,49,7,9,
539,12,40,39,
971,30,13,12,
835,35,6,2,
723,17,28,16,
863,22,78,78,
278,28,8,10,
1168,-3,3,3,
767,20,22,21,
1843,23,5,8,
114,20,10,9,
1174,27,111,106,
921,6,433,433,
864,20,117,116,
989,30,5,4,
337,34,1,1,
212,33,7,7,
1041,37,1,1,
414,22,69,67,
151,28,32,25,
715,50,13,11,
402,35,7,5,
130,59,2,2,
283,59,2,2,
1246,19,9,9,
132,43,4,2,
1155,32,3,3,
118,23,40,38,
855,55,1,1,
93,38,8,8,
1207,45,1,1,
1089,21,68,68,
530,21,53,54,
27,41,10,9,
1230,44,4,3,
236,13,174,174,
368,20,227,231,
939,44,3,5,
1125,31,15,16,
636,18,43,46,
821,44,4,4,
1130,54,3,2,
791,23,67,73,
1260,52,9,9,
1266,35,18,18,
10,28,22,22,
1256,23,19,19,
384,41,19,16,
2011,26,4,3,
1120,17,3,1,
414,17,78,90,
1134,38,10,9,
427,34,5,4,
333,25,3,3,
941,21,5,5,
956,38,6,7,
916,32,52,52,
329,43,2,1,
920,46,3,4,
348,29,3,3,
257,16,6,6,
210,46,15,8,
325,20,208,210,
937,54,1,1,
66,-2,1,1,
1248,47,2,1,
1079,52,1,3,
518,48,6,6,
782,40,1,2,
93,5,1188,1187,
16,16,75,75,
326,54,3,5,
114,21,8,10,
745,48,1,1,
767,21,22,17,
212,45,3,3,
519,50,3,3,
553,49,21,20,
1081,13,90,84,
708,21,20,30,
345,56,3,3,
907,56,2,3,
366,43,3,3,
1223,29,5,8,
1577,38,7,7,
184,40,4,6,
1083,52,9,9,
871,25,14,17,
127,25,82,89,
566,43,6,6,
121,27,19,21,
16,46,5,4,
930,2,1,1,
2089,21,119,119,
1084,39,2,2,
579,44,1,2,
400,26,20,21,
516,49,3,3,
706,52,10,10,
863,55,3,2,
142,35,13,14,
636,14,79,78,
1073,11,305,330,
1063,48,1,2,
413,14,68,74,
363,39,9,12,
375,36,2,3,
794,10,5,5,
807,29,13,13,
164,9,69,69,
107,-2,2,3,
530,20,55,54,
201,25,21,20,
19,23,16,14,
519,59,1,1,
74,7,646,627,
1089,20,86,86,
70,34,2,1,
1061,34,17,16,
842,27,23,22,
941,20,9,12,
74,45,8,8,
827,-4,1,1,
1081,26,18,12,
701,52,2,2,
855,22,38,37,
155,27,47,43,
906,49,5,5,
479,50,1,1,
1979,31,6,5,
64,54,2,2,
921,40,8,8,
331,18,48,49,
33,-3,5,5,
855,17,61,63,
400,13,120,127,
1979,10,125,149,
1723,13,4,1,
864,21,102,102,
261,23,20,19,
187,56,2,2,
742,51,3,3,
1034,34,8,10,
1168,34,15,16,
754,25,30,30,
1234,30,22,21,
391,38,6,6,
77,31,19,19,
748,51,7,10,
67,59,1,1,
725,58,3,3,
331,54,1,1,
266,45,7,6,
365,16,113,113,
13,16,6,3,
1160,54,2,7,
1066,33,1,1,
933,26,24,20,
1136,7,406,404,
991,53,4,4,
66,34,6,4,
673,28,16,20,
320,46,10,8,
281,41,6,6,
1348,24,25,15,
199,50,3,1,
1184,38,5,6,
392,38,8,8,
1180,7,355,355,
954,27,4,5,
860,-4,1,1,
345,55,4,2,
762,13,33,9,
1005,52,2,1,
907,55,3,2,
1274,56,2,4,
1131,45,3,2,
1767,13,198,199,
789,58,1,1,
462,58,5,5,
346,8,42,7,
100,16,2,2,
1180,45,6,6,
559,19,23,17,
1055,5,1501,1502,
1189,40,1,1,
649,40,17,7,
568,15,83,102,
365,46,6,7,
937,18,3,3,
1013,15,7,3,
187,55,2,2,
277,34,5,3,
1092,28,20,23,
209,27,8,4,
1842,21,2,4,
1058,32,14,10,
190,53,1,2,
1097,11,3,2,
648,53,10,12,
480,49,1,1,
1168,-2,56,57,
194,15,1,2,
805,8,283,284,
848,46,11,7,
1041,44,1,1,
67,50,3,1,
1248,43,3,3,
217,23,321,325,
1062,25,25,26,
486,39,6,5,
471,8,43,50,
269,50,1,1,
107,34,2,1,
762,26,3,4,
352,29,17,19,
308,5,977,978,
58,33,10,9,
1161,11,128,25,
1146,41,13,18,
637,19,35,35,
1130,14,109,117,
583,23,6,12,
1255,20,6,9,
1263,16,4,4,
414,56,4,5,
313,12,21,27,
232,49,7,7,
579,36,1,1,
939,37,7,5,
821,37,8,7,
1744,39,10,7,
1350,41,2,1,
800,3,57,57,
614,16,70,70,
157,32,1,2,
93,11,276,276,
754,51,1,1,
528,16,8,8,
996,35,6,9,
428,33,2,2,
246,36,9,9,
1151,57,1,1,
742,25,78,83,
66,52,1,2,
1079,-2,72,34,
738,20,103,111,
1272,16,5,7,
324,13,40,42,
1146,53,1,5,
723,29,2,1,
611,31,4,4,
906,38,14,12,
195,19,15,37,
117,24,55,55,
647,13,38,36,
675,36,2,2,
956,11,214,208,
1083,-2,21,21,
578,50,3,3,
1245,38,1,2,
997,50,2,3,
863,29,24,36,
1663,40,6,5,
1076,13,74,84,
611,10,119,86,
1063,43,6,5,
971,36,12,14,
201,51,1,1,
786,23,5,6,
951,19,3,4,
648,41,24,24,
706,-2,140,140,
190,41,4,4,
989,36,1,2,
1091,9,63,59,
61,47,1,1,
192,8,100,123,
22,19,46,53,
413,15,77,72,
832,24,6,7,
494,9,380,371,
227,21,65,80,
937,4,394,394,
553,38,35,32,
701,-2,12,11,
223,18,19,20,
414,29,32,28,
807,55,1,1,
901,24,32,29,
1577,49,4,4,
566,48,1,2,
6,46,4,4,
1018,23,41,38,
871,51,2,3,
705,11,199,200,
644,15,234,240,
347,19,17,17,
710,28,7,6,
127,51,4,3,
515,9,296,296,
376,9,64,15,
1076,26,17,20,
732,56,5,4,
378,16,43,47,
277,52,3,2,
647,26,11,11,
991,41,7,6,
126,16,8,11,
231,21,14,18,
815,40,7,10,
516,38,2,2,
877,41,3,2,
289,53,1,1,
291,19,1,1,
578,59,1,1,
814,25,26,27,
982,1,758,439,
518,43,11,11,
185,32,2,3,
438,35,10,7,
125,16,41,41,
606,21,23,18,
216,8,4150,4219,
797,26,52,53,
1083,34,38,41,
989,44,1,1,
781,22,20,20,
734,13,46,6,
223,54,2,2,
1260,-3,16,16,
809,11,1,1,
764,9,208,221,
707,13,73,83,
1062,51,1,2,
781,17,33,36,
1177,40,12,8,
1768,21,9,15,
383,40,3,7,
1087,18,32,30,
410,26,3,4,
518,47,1,2,
1230,30,9,9,
232,38,19,20,
1055,11,199,198,
563,57,2,2,
821,30,32,29,
493,51,2,1,
345,29,23,25,
1724,50,6,6,
682,26,69,71,
907,29,21,23,
1128,33,4,4,
1152,45,7,5,
939,30,16,18,
913,39,6,6,
674,8,185,185,
1097,5,11,10,
797,13,260,260,
1195,9,2,1,
840,37,3,4,
1013,14,5,2,
502,14,14,19,
1021,46,6,7,
1174,31,62,59,
790,35,8,7,
286,40,6,6,
187,29,13,14,
732,55,4,8,
1034,52,3,1,
1168,52,3,3,
246,44,2,2,
1761,29,8,8,
560,29,9,8,
194,14,1,1,
1973,12,165,164,
1130,15,99,110,
1063,47,4,3,
399,45,3,2,
410,13,14,19,
971,44,3,3,
672,39,2,3,
807,56,1,1,
1125,27,13,13,
308,11,169,169,
158,1,637,546,
1161,5,425,94,
642,24,4,2,
392,49,2,2,
707,26,10,8,
470,37,2,2,
995,28,10,11,
352,55,1,2,
22,42,3,3,
682,13,253,259,
902,32,16,17,
205,44,8,10,
984,36,2,1,
701,34,4,5,
399,7,292,313,
449,46,9,7,
751,43,5,5,
1061,52,2,3,
725,-4,1,1,
371,16,3,10,
384,53,6,6,
189,40,5,6,
1234,36,9,11,
138,28,28,32,
554,59,2,1,
1768,20,15,16,
612,8,66,65,
574,6,108,141,
194,18,1,1,
33,52,3,3,
27,53,4,5,
1013,18,8,1,
502,18,8,7,
937,15,10,10,
286,-1,260,115,
781,55,1,1,
1055,49,3,3,
908,39,5,5,
894,8,477,509,
121,31,18,21,
371,46,1,1,
1167,59,1,1,
521,19,230,248,
750,25,2,7,
470,36,2,2,
1139,12,15,18,
701,-3,3,2,
811,47,5,5,
399,33,11,8,
191,54,2,2,
1232,32,29,29,
167,43,1,1,
432,23,15,18,
352,17,28,14,
1368,6,219,13,
1982,12,26,26,
628,31,21,18,
1083,-3,4,4,
684,54,4,7,
551,39,15,15,
1068,46,2,2,
632,16,23,27,
706,-3,41,41,
1979,27,12,4,
391,11,63,67,
38,-2,1,1,
155,31,12,12,
590,35,24,23,
842,31,12,13,
554,50,4,1,
1260,34,46,42,
1128,45,1,1,
1152,33,12,6,
938,23,20,20,
870,39,6,5,
412,23,1,3,
1079,-3,4,4,
568,18,63,67,
1107,32,1,1,
183,19,69,71,
1067,8,97,109,
728,35,11,11,
474,23,7,14,
842,10,148,143,
1419,50,1,1,
395,28,1,3,
977,42,2,2,
352,22,33,23,
433,23,6,7,
383,-1,2708,7,
1167,50,5,5,
308,49,2,2,
1068,16,84,83,
1087,14,111,98,
1219,9,497,517,
632,46,1,1,
579,30,9,10,
392,11,167,183,
1223,22,10,13,
333,51,1,1,
989,37,3,3,
331,15,62,65,
553,5,3354,3353,
223,14,30,29,
974,47,1,2,
406,52,2,2,
635,46,12,9,
1160,15,192,182,
93,49,4,4,
457,9,467,469,
521,42,23,24,
685,35,6,7,
335,34,30,30,
247,40,2,4,
749,26,41,41,
496,19,6,7,
117,53,2,2,
348,22,16,14,
619,12,176,175,
562,12,156,129,
1159,40,14,14,
132,48,2,2,
979,28,32,31,
342,54,3,2,
615,40,15,14,
954,31,1,2,
568,54,7,5,
516,5,440,441,
351,35,2,3,
1350,24,23,18,
229,26,87,86,
1223,17,14,11,
956,49,2,3,
128,28,8,7,
375,30,8,10,
929,35,8,1,
550,28,60,60,
209,31,4,2,
428,7,165,165,
1577,11,146,145,
289,24,4,5,
1912,46,3,5,
246,37,4,4,
1085,46,2,4,
855,29,8,7,
705,49,1,2,
905,53,2,2,
1090,32,8,22,
1093,6,71,75,
968,12,19,25,
1234,44,7,8,
183,42,7,7,
749,13,255,255,
840,44,3,2,
428,45,1,1,
807,22,26,26,
231,20,19,23,
227,20,79,83,
686,51,4,2,
1912,16,44,44,
1085,16,20,21,
1073,38,26,22,
901,53,1,1,
807,17,50,49,
811,43,11,10,
205,37,18,24,
218,41,7,7,
1348,41,1,2,
281,24,24,25,
209,10,91,126,
923,47,1,1,
971,37,7,8,
160,39,3,3,
1663,-1,4323,708,
1841,28,1,1,
229,13,287,301,
837,55,2,2,
673,44,4,5,
100,12,5,11,
1083,48,9,9,
1161,10,125,33,
864,45,4,4,
975,22,46,49,
698,24,12,12,
991,57,2,2,
283,58,1,1,
130,58,3,2,
864,7,832,848,
1207,20,3,4,
436,17,61,67,
1577,27,16,16,
2027,37,1,1,
107,43,2,1,
706,48,4,4,
192,25,5,7,
1174,5,3128,3196,
929,6,466,89,
368,45,21,25,
1097,10,1,1,
731,38,1,1,
592,39,3,2,
13,12,14,2,
726,45,14,5,
518,52,7,7,
365,12,279,296,
997,-4,15,15,
121,38,7,6,
1079,48,6,6,
815,35,17,18,
328,6,468,476,
1723,15,2,1,
375,28,14,18,
74,21,50,47,
550,30,27,27,
400,15,87,98,
368,7,1833,1859,
614,12,187,187,
10,37,5,5,
996,40,3,2,
1082,35,4,3,
313,16,9,11,
941,33,1,1,
1231,29,6,4,
1081,15,52,67,
128,30,8,9,
364,19,78,98,
435,23,5,7,
324,14,37,36,
2089,45,11,10,
380,49,3,4,
191,26,17,22,
1263,12,25,25,
749,18,122,121,
1034,47,11,3,
1168,47,1,2,
979,30,13,21,
24,23,44,44,
1089,33,10,10,
715,58,11,6,
66,43,2,2,
1059,24,12,13,
842,38,9,9,
648,57,5,5,
601,55,2,2,
530,33,8,11,
1063,52,1,1,
862,51,3,3,
114,7,194,246,
1092,44,6,7,
1147,25,2,4,
1228,19,61,60,
1278,25,46,46,
510,24,11,11,
313,46,2,1,
1663,35,10,11,
212,21,41,42,
701,48,3,2,
1076,14,92,101,
520,51,3,3,
767,45,2,1,
229,18,109,114,
566,-2,33,33,
1061,47,2,2,
1041,28,2,2,
541,54,2,1,
708,45,1,1,
647,14,34,35,
151,37,13,12,
1034,43,11,5,
1168,43,2,5,
506,23,4,4,
1242,17,32,40,
1057,32,4,4,
1362,20,1,1,
1005,48,1,1,
66,47,2,3,
579,28,10,13,
790,40,8,9,
1066,20,9,9,
391,27,15,14,
1979,11,80,119,
319,46,3,3,
788,33,1,1,
336,9,814,823,
1013,13,16,2,
472,50,2,2,
797,14,200,200,
749,54,4,4,
674,25,16,16,
1182,23,19,16,
824,37,3,7,
288,24,3,3,
602,29,6,6,
568,26,30,36,
699,59,1,1,
31,49,4,3,
1125,49,6,3,
360,50,1,3,
794,11,8,8,
1061,43,8,8,
342,26,16,15,
682,14,244,249,
1184,27,13,15,
392,27,12,11,
841,56,2,2,
954,38,1,1,
1842,7,96,104,
837,56,2,1,
1242,22,25,27,
456,6,3,3,
1724,-4,1,1,
257,12,16,24,
229,54,4,4,
1253,25,15,14,
209,38,2,5,
438,40,1,2,
540,19,9,13,
262,29,12,11,
734,14,40,5,
415,32,34,36,
1011,3,77,77,
1073,10,368,379,
724,37,12,16,
673,36,11,9,
216,25,296,302,
1265,25,11,4,
1131,21,33,27,
1228,42,4,4,
563,41,6,6,
1730,29,17,18,
700,51,2,2,
1180,21,33,33,
1043,16,6,6,
566,34,7,8,
620,51,2,2,
1073,31,32,32,
1177,35,11,10,
730,24,31,28,
643,21,57,6,
366,34,5,5,
342,13,52,51,
1136,21,50,49,
233,24,2,2,
1767,15,150,156,
383,35,14,10,
976,24,1,2,
601,56,1,2,
568,13,114,112,
277,47,1,1,
266,21,42,41,
58,20,40,40,
805,51,3,3,
793,23,1,1,
138,30,36,39,
699,50,2,1,
235,29,20,19,
1149,-2,9,6,
1218,32,44,40,
364,42,4,5,
236,4,1202,1202,
456,-1,1,2,
707,14,47,59,
1187,46,2,2,
974,52,2,1,
725,50,5,7,
427,43,3,1,
329,34,3,1,
995,30,5,4,
406,47,2,2,
539,16,20,20,
167,52,1,1,
673,37,4,9,
585,19,3,3,
906,31,13,11,
654,15,152,151,
590,40,10,13,
734,18,25,2,
335,48,7,7,
566,-3,4,3,
288,53,1,1,
789,50,1,2,
462,50,6,8,
1066,21,5,5,
1087,13,95,113,
1255,45,1,1,
707,18,28,31,
1187,16,54,53,
906,10,305,327,
1198,36,2,2,
728,40,7,6,
287,12,16,20,
1245,31,9,7,
132,34,12,18,
768,46,3,6,
447,25,45,49,
1067,25,1,4,
199,58,1,2,
975,56,1,1,
1242,55,1,1,
308,27,8,8,
868,15,51,41,
188,27,1,2,
507,32,3,6,
158,9,49,7,
250,15,64,67,
1230,28,13,9,
269,58,2,2,
1136,20,47,47,
821,28,22,23,
643,20,6,3,
516,10,106,106,
797,18,159,161,
924,24,21,20,
612,25,3,3,
739,20,9,13,
553,31,55,59,
725,59,4,4,
10,44,7,7,
105,34,3,4,
33,43,14,14,
790,-1,1472,1460,
730,53,1,1,
824,36,7,2,
58,21,37,40,
647,54,1,1,
421,32,20,19,
1195,1,30,12,
553,10,1034,1040,
1055,27,20,19,
361,23,37,38,
1087,26,18,16,
151,44,7,6,
1419,-4,3,3,
894,25,30,35,
1842,33,3,4,
1180,20,43,43,
462,59,1,1,
1213,41,9,9,
1056,42,2,3,
143,29,5,8,
682,18,164,163,
1723,4,40,8,
516,31,12,10,
480,31,2,2,
259,54,3,3,
975,55,2,2,
530,45,2,2,
797,54,4,4,
929,40,9,1,
1089,45,4,4,
232,10,642,649,
749,14,236,236,
10,36,5,6,
33,47,4,4,
1242,56,1,1,
272,12,14,18,
1148,46,2,2,
837,22,14,17,
824,44,7,5,
401,51,3,3,
842,5,396,456,
705,27,22,23,
841,22,43,47,
2089,33,40,37,
223,26,7,5,
1089,7,689,689,
74,20,71,74,
324,18,16,16,
841,17,62,69,
708,33,4,5,
1076,18,45,44,
8,42,12,8,
1148,16,78,78,
436,55,1,1,
114,33,5,7,
710,30,2,4,
328,40,2,1,
767,33,4,3,
647,18,22,30,
267,32,12,13,
720,35,2,1,
762,4,595,168,
236,15,111,111,
744,9,22,25,
682,54,4,5,
232,31,41,41,
382,2,608,99,
151,36,9,10,
811,52,7,7,
724,44,6,8,
1056,19,27,32,
325,45,25,26,
747,23,3,11,
913,3,3064,3064,
77,49,4,3,
278,36,1,4,
376,1,594,866,
931,25,54,57,
515,1,4668,4668,
1174,38,34,33,
601,22,15,21,
510,53,2,2,
864,33,23,22,
93,27,45,45,
1260,48,20,22,
982,9,26,7,
139,46,20,18,
223,13,39,38,
406,43,4,5,
601,17,20,23,
1159,35,3,4,
820,34,4,4,
707,54,3,1,
2011,15,30,33,
148,23,32,31,
1229,41,1,1,
1091,1,3404,3659,
1666,23,9,7,
610,36,1,2,
615,35,14,16,
102,16,30,29,
264,7,3,3,
956,27,18,18,
617,31,3,4,
351,40,2,3,
949,16,2,2,
368,33,42,45,
979,44,5,9,
937,26,6,6,
68,-4,7,8,
894,51,1,1,
117,57,1,1,
602,17,38,35,
811,34,34,36,
654,14,171,179,
1059,41,1,1,
1577,31,16,16,
1229,53,1,1,
128,44,2,1,
635,12,221,233,
395,36,3,1,
619,16,71,74,
1768,33,4,4,
510,41,6,6,
1151,24,2,2,
762,18,6,2,
25,9,345,356,
400,54,1,1,
1577,10,208,208,
1242,29,10,10,
33,48,6,6,
399,20,66,70,
1724,58,1,1,
562,46,4,3,
606,33,6,7,
591,-1,337,218,
1273,42,1,1,
1161,27,22,1,
873,39,3,2,
1767,18,82,85,
1092,30,22,16,
900,32,30,31,
602,22,21,13,
698,41,4,4,
995,37,5,5,
518,-3,5,5,
1730,22,39,35,
937,13,18,18,
447,51,5,5,
1067,51,1,1,
565,9,125,151,
1102,23,39,48,
673,30,9,8,
611,49,1,1,
1270,39,14,13,
958,-4,13,7,
64,26,50,53,
1081,54,7,4,
1841,44,1,1,
262,22,37,35,
1085,12,58,63,
1912,12,101,100,
550,44,7,9,
219,39,3,6,
1238,39,13,13,
832,57,1,1,
262,17,56,56,
235,22,38,37,
177,40,4,5,
1235,32,10,13,
335,43,11,13,
794,38,1,1,
434,58,2,3,
819,33,14,12,
138,36,21,26,
1730,17,64,69,
1260,47,14,14,
1234,28,28,35,
1152,20,34,30,
630,50,1,1,
442,40,1,2,
901,57,2,2,
840,28,18,12,
842,11,147,164,
800,39,3,3,
12,24,1,10,
132,52,2,2,
1174,49,15,14,
27,57,1,1,
391,31,13,14,
1176,23,85,85,
155,11,114,118,
1841,36,1,2,
1139,16,6,6,
1273,19,21,21,
749,15,222,222,
1213,53,1,4,
77,38,10,6,
734,4,258,121,
933,54,2,2,
1081,18,27,33,
975,29,11,15,
384,57,6,7,
402,40,3,3,
1160,26,67,68,
331,26,18,18,
563,24,30,37,
970,39,1,3,
1139,46,1,1,
1184,31,17,15,
392,31,17,20,
138,44,9,7,
333,8,129,129,
1260,43,17,17,
233,41,1,1,
542,59,1,1,
229,15,197,212,
730,41,5,8,
974,34,7,4,
406,48,4,3,
550,36,20,21,
391,10,62,67,
931,51,5,5,
1266,40,1,3,
514,9,39,51,
236,14,155,155,
436,29,12,9,
167,34,7,6,
335,47,3,3,
578,58,4,4,
428,21,9,9,
82,39,6,5,
738,45,8,10,
133,24,4,4,
572,35,9,9,
1068,12,164,184,
686,8,474,577,
128,36,2,1,
911,23,53,50,
231,33,9,10,
395,44,1,2,
1145,23,22,24,
171,32,11,12,
979,36,28,12,
801,22,7,11,
331,13,119,119,
1231,22,23,24,
1212,59,1,2,
923,34,3,4,
1982,46,1,1,
146,39,1,3,
621,40,8,7,
213,8,2,2,
801,17,23,19,
153,25,4,7,
1231,17,14,27,
2011,14,33,36,
164,1,3099,3099,
925,35,6,6,
400,18,70,57,
1073,27,33,38,
401,25,23,19,
835,40,6,6,
1982,16,8,8,
227,33,17,21,
542,50,2,2,
812,39,5,9,
35,32,8,8,
628,49,5,5,
10,30,14,14,
424,9,269,327,
308,10,205,205,
380,38,16,17,
751,34,6,4,
654,54,3,4,
520,25,28,31,
841,29,26,24,
128,37,4,5,
1278,51,6,5,
428,20,20,20,
1174,11,787,794,
842,49,2,2,
837,29,19,14,
862,25,16,13,
155,49,2,2,
906,27,23,21,
979,37,16,26,
1147,51,1,1,
738,33,23,27,
921,35,6,6,
413,13,97,99,
519,-4,4,4,
924,41,3,2,
866,23,59,66,
563,53,2,1,
227,45,3,6,
1005,47,2,4,
66,48,5,6,
636,26,12,12,
710,36,2,2,
989,28,2,1,
188,31,5,2,
308,31,15,15,
2061,12,2,2,
1213,24,37,37,
1261,46,6,7,
1723,14,2,1,
151,30,18,29,
400,14,105,96,
125,12,105,105,
2011,18,16,15,
324,15,20,26,
644,26,79,75,
1202,9,174,185,
278,30,12,11,
1081,14,65,63,
1226,32,13,11,
971,28,18,20,
366,52,1,1,
1973,46,3,1,
782,35,2,3,
601,29,3,2,
719,53,2,2,
995,44,3,3,
1231,55,1,1,
479,-4,6,6,
250,54,2,2,
675,28,3,3,
235,56,3,2,
1021,12,392,388,
1055,10,190,190,
1079,43,10,13,
1973,16,108,113,
121,49,5,3,
184,35,9,11,
1055,31,20,20,
835,6,385,423,
706,43,6,6,
236,18,56,56,
647,15,31,32,
809,10,1,1,
566,52,1,1,
516,27,11,10,
550,37,17,20,
899,26,2,6,
1083,43,14,15,
316,39,10,11,
246,28,13,13,
127,8,612,636,
1730,56,1,1,
1076,15,75,74,
133,53,1,1,
142,40,3,6,
258,32,3,3,
523,55,4,4,
995,36,9,9,
705,31,4,5,
109,3,3,3,
399,21,51,50,
557,9,370,370,
1979,5,562,665,
471,25,1,1,
1146,57,5,9,
518,34,37,37,
1062,8,427,477,
984,28,5,1,
255,2,2,2,
805,25,33,34,
480,27,3,5,
1079,47,7,7,
919,39,9,10,
250,18,55,59,
493,8,191,192,
620,25,16,20,
533,1,2665,2664,
794,5,18,18,
1083,47,5,5,
700,25,26,29,
1229,24,15,24,
1128,20,16,31,
1265,51,3,6,
860,50,3,2,
106,25,7,8,
751,-2,1,483,
819,45,6,6,
216,51,20,19,
249,32,2,1,
138,37,21,17,
232,27,66,63,
706,47,3,2,
1253,51,1,1,
749,4,1688,1688,
654,18,73,70,
281,57,1,1,
61,-2,1,1,
611,11,156,68,
734,15,34,7,
1063,34,14,12,
718,3,23,23,
554,58,1,1,
523,56,2,2,
885,1,3142,3142,
701,47,1,3,
143,17,16,24,
126,12,31,41,
378,12,90,102,
1061,48,5,6,
824,30,15,15,
93,31,31,30,
143,22,17,33,
235,55,3,4,
591,40,2,1,
674,51,1,1,
31,38,10,16,
1767,14,193,201,
93,10,314,313,
346,25,3,1,
606,45,3,3,
1167,58,2,2,
358,19,13,13,
1125,38,5,5,
1168,48,5,5,
1034,48,6,2,
707,15,51,55,
762,14,27,3,
1031,39,2,2,
956,31,19,19,
617,27,1,1,
1419,58,2,1,
1189,35,2,2,
1134,31,16,13,
1130,26,30,35,
860,59,2,1,
1013,24,6,1,
502,24,4,7,
1062,43,1,1,
1248,25,3,2,
1160,41,13,13,
494,50,2,3,
805,52,2,2,
414,32,20,15,
1768,23,11,20,
1091,50,1,1,
331,41,10,10,
1087,53,1,1,
916,17,380,384,
288,13,19,16,
139,42,25,15,
247,39,3,3,
1155,22,6,6,
674,-2,18,18,
818,14,29,28,
1125,30,19,19,
493,43,5,2,
102,42,4,4,
9,45,7,7,
1159,39,5,5,
1155,17,6,6,
642,14,13,7,
515,50,2,2,
995,11,180,184,
1839,25,1,3,
127,47,8,8,
615,39,11,11,
871,47,1,3,
824,38,6,2,
308,28,15,15,
1253,-2,21,21,
976,26,2,2,
317,55,1,2,
989,31,3,3,
1058,56,3,2,
192,34,2,5,
233,26,1,1,
1246,12,53,53,
916,22,203,210,
281,54,5,4,
