avg_departure_delay_s,sum_departure_delay_s,avg_arrival_delay_s,sum_arrival_delay_s,arrival_count,departure_count,avg_time_saving_s,sum_time_saving_s,station
137.3323338063237932,5129500,110.3336360722299391,4130450,37436,37351,-26.4896229956561377,-987904,568
95.6624694847745085,744541,34.3802096650473025,268922,7822,7783,-60.651411628206781,-470473,570
191.4704545454545455,7245242,180.2210473446297814,6817582,37829,37840,-11.2797197250132205,-426599,572
163.3998081140350877,1192165,116.1693114392162274,841879,7247,7296,-48.0686274509803922,-348113,574
173.8078875296695271,9519458,162.8360332389736097,8916087,54755,54770,-11.0480226504703626,-604824,578
232.3052220888355342,2322123,191.1656447884209468,1901907,9949,9996,-42.0042262024552224,-417438,579
306.0379460546155135,3653481,197.8038639227215456,2354855,11905,11938,-108.4938676075268817,-1291511,583
155.6357936734112283,546126,92.2109777015437393,322554,3498,3509,-63.5208690680388794,-222196,585
153.5619271182651464,1373765,125.8005595970900951,1124028,8935,8946,-29.7493771234428086,-262687,589
162.3692052287216975,11638787,152.4156538988070293,10910827,71586,71681,-10.1775119817793117,-728374,590
118.2970188075230092,2364994,69.069459868753155,1368266,19810,19992,-49.8008288270076313,-985409,591
175.7448239656134134,5356175,150.6552798118021272,4546927,30181,30477,-28.1596098873381537,-837326,592
186.053263250109505,2123798,138.2367818117729996,1568711,11348,11415,-48.6292997001234786,-551359,600
242.4172139042115401,2768647,172.604173974044195,1968378,11404,11421,-70.0306936771025169,-798560,601
174.9944511877926131,2018386,160.8496823048132997,1848002,11489,11534,-24.0303350039567396,-273297,602
139.1356401709000423,2963450,114.1414074978859344,2429614,21286,21299,-24.9622730711043873,-528002,604
145.9739780425134314,3124573,117.7983387606777101,2496029,21189,21405,-29.1926839642705232,-617688,606
131.6038876019740155,1306695,65.6164830681354549,643304,9804,9929,-66.8643185298621746,-654936,610
81.6071628636516413,2185195,110.1343723991828705,2911292,26434,26777,-2.8428225317989098,-56322,611
128.6918132201334142,1061064,116.4863387978142077,959265,8235,8245,-12.099465630313335,-99627,612
160.3158334447266408,4797291,160.1750100253976741,4793077,29924,29924,-0.14082341932896671568,-4214,614
193.2164958516349439,5938509,185.0058639562157936,5678940,30696,30735,-8.577095099735562,-262725,615
